종목코드,종목명,개인_순매수거래대금,기관_순매수거래대금,외국인_순매수거래대금,기타법인_순매수거래대금,종가,등락률,거래대금
095570,AJ네트웍스,36964940,30717180,-68111560,429440,4245.0,-2.0799999237060547,324573905.0
006840,AK홀딩스,30166540,8136220,-38231000,-71760,5760.0,-0.17000000178813934,178962340.0
027410,BGF,-45390835,43959890,1430945,0,3940.0,-0.6299999952316284,303733875.0
282330,BGF리테일,-63005900,4231692500,-4166358600,-2328000,125400.0,-0.6299999952316284,9173702300.0
138930,BNK금융지주,99950200,-533571205,327779405,105841600,17930.0,-2.9200000762939453,20583093320.0
001460,BYC,-35355900,-3619100,38463350,511650,34350.0,-2.2799999713897705,134428350.0
001465,BYC우,-1912050,93550,1818500,0,22650.0,-4.429999828338623,6403750.0
001040,CJ,-812385250,-3720254650,4419827100,112812800,142300.0,-7.360000133514404,21022938900.0
079160,CJ CGV,474558549,29987749,-505024048,477750,4580.0,-0.5400000214576721,1925676912.0
00104K,CJ4우(전환),79137300,77618400,-201501700,44746000,139900.0,-5.349999904632568,1653712400.0
000120,CJ대한통운,947410550,226717800,-1187050350,12922000,74300.0,-3.130000114440918,4915908700.0
011150,CJ씨푸드,-46541063,339320,46201743,0,1996.0,-0.9399999976158142,186109428.0
011155,CJ씨푸드1우,8440,-300,-8140,0,8140.0,-0.3700000047683716,2105140.0
001045,CJ우,165595050,15464000,-181644850,585800,64600.0,-3.0,542865250.0
097950,CJ제일제당,-1049588950,3065415800,-2019184650,3357800,198200.0,-1.149999976158142,9204764850.0
097955,CJ제일제당 우,-188600000,4230900,183646800,722300,120100.0,-0.8299999833106995,842113300.0
000480,CR홀딩스,-85430768,23403540,62027228,0,4920.0,-1.2999999523162842,327562997.0
000590,CS홀딩스,1539900,-6688800,5148900,0,70300.0,-0.14000000059604645,36659700.0
012030,DB,127716841,109121189,-238957880,2119850,1486.0,-3.130000114440918,989411652.0
005830,DB손해보험,-2040819000,10831729200,-10132516800,1341606600,151400.0,0.8700000047683716,37673088250.0
016610,DB증권,-38226910,-25219740,63446650,0,9360.0,-4.0,939402030.0
000990,DB하이텍,-14392539800,11931729300,2467513900,-6703400,111800.0,0.0,76628582200.0
001530,DI동일,-197136925,437589650,-499470775,259018050,22950.0,-1.2899999618530273,1191038175.0
015590,DKME,-143656920,-7885,27793205,115871600,2090.0,-0.23999999463558197,324342485.0
000210,DL,-181954700,527760500,-349548750,3742950,44300.0,-2.0999999046325684,3563030925.0
000215,DL우,20150,134650,-259050,104250,20500.0,-3.759999990463257,38333950.0
375500,DL이앤씨,-4417504600,-474573100,4976188000,-84110300,59700.0,-7.590000152587891,30683253450.0
37550L,DL이앤씨2우(전환),14678650,-88688700,13681950,60328100,40800.0,-6.53000020980835,332178850.0
37550K,DL이앤씨우,45639925,550,-45640475,0,21250.0,-4.28000020980835,116869100.0
007340,DN오토모티브,-306172475,-833566550,1127220875,12518150,35400.0,-3.2799999713897705,5574680400.0
004840,DRB동일,22804475,-2843905,-19960570,0,4285.0,-1.0399999618530273,96166925.0
155660,DSR,-34880555,20596875,11795995,2487685,4360.0,-3.430000066757202,226082625.0
069730,DSR제강,7641730,300590,-8006420,64100,5540.0,1.4700000286102295,291934030.0
017860,DS단석,-72264290,-15355100,87596490,22900,11130.0,-5.119999885559082,863516210.0
092780,DYP,2781570,181775,-2963345,0,3290.0,-3.240000009536743,45276650.0
017940,E1,-158522900,93473600,90591500,-25542200,85400.0,-1.9500000476837158,913399900.0
365550,ESR켄달스퀘어리츠,115647103,52200397,-168171485,323985,3400.0,-1.4500000476837158,1248908123.0
383220,F&F,-453461900,690499800,-330747900,93710000,80200.0,-3.140000104904175,7716915450.0
007700,F&F홀딩스,-61850495,24111065,37739430,0,15240.0,-1.2999999523162842,598097285.0
114090,GKL,656636800,136116535,-792990145,236810,10250.0,-2.569999933242798,1814988675.0
078930,GS,-3176606500,6611282950,-3572326950,137650500,78600.0,-1.8700000047683716,36857163700.0
006360,GS건설,-5433866575,3314274575,1478672625,640919375,28400.0,-8.09000015258789,68852724150.0
001250,GS글로벌,-182247992,2552659,179695333,0,2555.0,-3.2200000286102295,1249652197.0
007070,GS리테일,-320070600,1974799875,-1659894975,5165700,25050.0,-2.9100000858306885,4707956775.0
078935,GS우,33812550,36121800,-50689050,-19245300,53900.0,-1.100000023841858,422515000.0
499790,GS피앤엘,-1307987150,3859924800,-2315326150,-236611500,42050.0,0.47999998927116394,9511140925.0
012630,HDC,118202475,888875,-212190600,93099250,20650.0,-2.359999895095825,603969725.0
039570,HDC랩스,-21858690,29446820,-6970930,-617200,7760.0,1.309999942779541,159620510.0
089470,HDC현대EP,57663075,1521020,-59184095,0,3760.0,-3.5899999141693115,239477545.0
267270,HD건설기계,-1306579300,16963596600,-15752758000,95740700,125300.0,-0.6299999952316284,46471153200.0
009540,HD한국조선해양,-2603096500,-12629631000,15351145500,-118418000,340000.0,-5.690000057220459,108454867500.0
267250,HD현대,-1654163750,-117325700,2144875800,-373386350,193700.0,-7.980000019073486,35455700750.0
443060,HD현대마린솔루션,-4400370100,-6525900850,13747333150,-2821062200,197600.0,-1.690000057220459,45962453850.0
071970,HD현대마린엔진,-2141665850,-2189163150,4371830000,-41001000,55900.0,-7.760000228881836,15316824250.0
322000,HD현대에너지솔루션,-2878616650,-723739550,3610648100,-8291900,105400.0,-8.430000305175781,15257666450.0
267260,HD현대일렉트릭,9777628500,-13420877000,3170071500,473177000,814000.0,-9.449999809265137,225790722500.0
329180,HD현대중공업,-20454082000,-52687986500,76203151500,-3061083000,517000.0,-6.340000152587891,210343797000.0
097230,HJ중공업,-1561960935,283015015,1330885180,-51939260,16900.0,-3.9200000762939453,9947938860.0
014790,HL D&I,11808340,791970,-14817190,2216880,2425.0,-6.010000228881836,171434830.0
003580,HLB글로벌,56242,9181173,-9237415,0,1564.0,-2.799999952316284,232869180.0
204320,HL만도,-4763955150,1937532200,3110740900,-284317950,48700.0,0.6200000047683716,47181294725.0
060980,HL홀딩스,-56933625,194401575,-137855950,388000,38300.0,-0.25999999046325684,645141575.0
011200,HMM,-11978173015,12486185445,-514190630,6178200,20050.0,2.299999952316284,35567963760.0
035000,HS애드,376845410,10744980,-402531650,14941260,6390.0,-4.630000114440918,652166415.0
002460,HS화성,-31880100,3314660,28439050,126390,11510.0,-0.7799999713897705,226426550.0
487570,HS효성,53580900,11682800,-107346950,42083250,44000.0,-4.239999771118164,241379850.0
298050,HS효성첨단소재,338233800,107981700,-373567600,-72647900,150200.0,-3.9600000381469727,2250160750.0
015360,INVENI,25745395,-73884680,48305855,-166570,14360.0,-1.440000057220459,537424895.0
294870,IPARK현대산업개발,205911820,166412270,-399172770,26848680,18000.0,-2.9600000381469727,2878754280.0
175330,JB금융지주,997862550,-2287545250,1285964050,3718650,26000.0,-7.139999866485596,15714352275.0
234080,JW생명과학,-64700380,18659660,44625200,1415520,11450.0,-1.4600000381469727,401005565.0
001060,JW중외제약,-118246550,-43664250,157453800,4457000,24100.0,-4.929999828338623,943858300.0
001067,JW중외제약2우B,-42000,0,42000,0,42000.0,-2.6700000762939453,252000.0
001065,JW중외제약우,0,0,0,0,20000.0,-0.5,1027150.0
096760,JW홀딩스,-21411120,9939850,10905520,565750,3665.0,-2.9100000858306885,388783260.0
008970,KBI동양철관,-202501848,292096,202209752,0,1124.0,-4.260000228881836,986849599.0
105560,KB금융,-11732776700,32195018700,-20285103200,-177138800,171000.0,-1.2699999809265137,381731245781.0
415640,KB발해인프라,-390698135,137973250,306288255,-53563370,10740.0,-3.680000066757202,1664157070.0
432320,KB스타리츠,19616172,45036661,-126640139,61987306,1424.0,-2.4000000953674316,958710985.0
002380,KCC,596944000,2318711750,-2913875750,-1780000,447500.0,-5.190000057220459,15069343750.0
344820,KCC글라스,33429825,-72429950,82493025,-43492900,22300.0,-1.3300000429153442,617889675.0
009070,KCTC,34000435,661380,-31168410,-3493405,3930.0,-3.440000057220459,560444510.0
092220,KEC,-140537789,178278,140510636,-151125,3100.0,-5.630000114440918,878274058.0
003620,KG모빌리티,138594328,-121468705,-10625123,-6500500,2860.0,-3.2100000381469727,1789113780.0
016380,KG스틸,100560110,184324920,-284936330,51300,5170.0,-2.0799999237060547,1448374880.0
001390,KG케미칼,259242585,358545,-209922795,-49678335,4160.0,-4.039999961853027,1148879690.0
001940,KISCO홀딩스,-27655650,55562250,-27906600,0,24950.0,-4.590000152587891,152279700.0
025000,KPX케미칼,1350200,5478500,-6727100,-101600,51000.0,-0.20000000298023224,258546900.0
092230,KPX홀딩스,39202100,23638050,92502750,-155342900,86800.0,-0.800000011920929,658668300.0
044450,KSS해운,38129835,6425765,-44831780,276180,9470.0,-1.9700000286102295,392106055.0
030200,KT,-2188014550,2361911700,-13329050,-160568100,55400.0,-0.18000000715255737,15783558800.0
033780,KT&G,-5042099300,12679931200,-6859501200,-778330700,184300.0,0.49000000953674316,63028977600.0
058850,KTcs,-21790810,515040,21275770,0,2220.0,-1.1100000143051147,219778250.0
058860,KTis,-2670945,285560,1473685,911700,2540.0,-1.5499999523162842,235141675.0
093050,LF,-162762450,163173750,-1529700,1118400,23150.0,-2.940000057220459,646474400.0
003550,LG,-11863926950,9633095750,2303521900,-72690700,102500.0,0.20000000298023224,55491469150.0
034220,LG디스플레이,-7281877250,4196130700,3019218690,66527860,11240.0,3.309999942779541,97406116640.0
051900,LG생활건강,-3328392500,4098795500,-800532500,30129500,256000.0,-0.7799999713897705,18406654500.0
051905,LG생활건강우,-29441300,-37992800,67434100,0,94400.0,-1.6699999570846558,528910600.0
064400,LG씨엔에스,7116629950,3584153550,-10838571300,137787800,71200.0,-3.7799999713897705,108023664900.0
373220,LG에너지솔루션,13236041750,-8328703500,-5923038750,1015700500,315500.0,-4.96999979019165,118291903250.0
