종목코드,종목명,개인_순매수거래량,개인_순매수거래대금,기관_순매수거래량,기관_순매수거래대금,외국인_순매수거래량,외국인_순매수거래대금,기타법인_순매수거래량,기타법인_순매수거래대금,종가,등락률,거래대금,시가총액
005930,삼성전자,-2975813,-775189724750,2746972.0,715414814000.0,-1668109.0,-433564901750.0,1902164.0,494697623000.0,261000,3.37,4554291006250,1525878716688000
000660,SK하이닉스,-1500981,-2755335907000,160742.0,293704204000.0,728845.0,1340770251500.0,616769.0,1130721154500.0,1857000,6.42,8778082507000,1356524321805000
005935,삼성전자우,320006,62829588000,236225.0,46701078800.0,-649744.0,-127962165300.0,88102.0,17366133400.0,196100,1.45,751024707100,157344992908300
402340,SK스퀘어,-133811,-142223679500,39648.0,42209414000.0,96940.0,102940391000.0,-1993.0,-2098161500.0,1079000,7.04,565012656000,142345993842000
009150,삼성전기,-201164,-281671278500,134910.0,188985537000.0,69893.0,97774168000.0,-2870.0,-4011004500.0,1388000,4.36,1225804570500,103674850048000
373220,LG에너지솔루션,9299,3399973250,723.0,251955500.0,16905.0,6155168000.0,-26907.0,-9799690250.0,364000,-0.27,82620746750,85176000000000
005380,현대차,-5941,-2283697750,46577.0,17124822000.0,-40052.0,-14623649000.0,-387.0,-144288250.0,365000,0.55,193400941750,74736584590000
207940,삼성바이오로직스,1566,2173211500,-1552.0,-2158346000.0,-104.0,-140112500.0,110.0,153320000.0,1398000,0.14,48417939500,64714749498000
105560,KB금융,67116,11762578150,20271.0,3567771850.0,-84116.0,-14753620800.0,-3558.0,-626918450.0,174900,-2.4,198728095800,62034884676600
028260,삼성물산,47930,16998894000,12529.0,4416655000.0,-61409.0,-21751980500.0,181.0,64177000.0,351000,-1.27,113669368500,56920820931000
032830,삼성생명,1078,277244250,5667.0,1638544500.0,-7560.0,-2148315500.0,838.0,239187250.0,283500,1.07,85992939000,56700000000000
012450,한화에어로스페이스,4797,5076514000,3140.0,3458296000.0,-7882.0,-8476011000.0,-41.0,-43301000.0,1078000,-1.73,275685950285,55585346278000
034020,두산에너빌리티,937214,80300955050,-273893.0,-23502879250.0,-657042.0,-56262696900.0,-8993.0,-767800900.0,84900,-0.59,199978238250,54383641295400
055550,신한지주,53920,5975653550,91392.0,10205102900.0,-142274.0,-15842511850.0,-3094.0,-344475350.0,110100,-2.82,180375964570,51686471313900
329180,HD현대중공업,57471,26426163000,-15879.0,-7316049500.0,-43650.0,-20058803000.0,1743.0,803463500.0,460000,-2.02,92573950500,48282163500000
000270,기아,-23342,-2855924800,95590.0,11650658350.0,-71159.0,-8662039000.0,-960.0,-116919450.0,121900,0.83,103747897650,47591344456200
006400,삼성SDI,41974,22716804500,17702.0,9604932000.0,-60904.0,-32986566500.0,1165.0,630765500.0,541000,0.37,171317596500,43596771730000
068270,셀트리온,36000,6474944600,15025.0,2706462200.0,-50333.0,-9056888100.0,-608.0,-109385400.0,179400,-0.5,129041121650,41731521374400
034730,SK,485,171572000,12020.0,6572228500.0,-12155.0,-6548811000.0,-340.0,-189309500.0,545000,1.11,142363035500,39513973135000
086790,하나금융지주,130691,17510339550,40509.0,5504017200.0,-169858.0,-22834207300.0,-1702.0,-228716150.0,133100,-3.2,153196768850,36066095021000
012330,현대모비스,46435,17684108500,12808.0,4905783500.0,-58736.0,-22395422500.0,-578.0,-221479750.0,379000,-0.52,128839881250,34042001715000
