종목코드,종목명,개인_순매수거래량,개인_순매수거래대금,기관_순매수거래량,기관_순매수거래대금,외국인_순매수거래량,외국인_순매수거래대금,기타법인_순매수거래량,기타법인_순매수거래대금,종가,등락률,거래대금,시가총액
005930,삼성전자,-920131,-254769561750,1740154.0,474626271750.0,-2881601.0,-779311156000.0,2064138.0,560162747000.0,269500,0.0,4436451989189,1575572084856000
000660,SK하이닉스,-752453,-1398811301000,74984.0,139166654500.0,44016.0,85704035500.0,635753.0,1178228182000.0,1856000,3.51,6518811756305,1355793829440000
005935,삼성전자우,300176,59137531300,102208.0,20163330150.0,-416088.0,-82005348250.0,9850.0,1943875100.0,197500,-0.45,548525474703,158468312592500
402340,SK스퀘어,15001,16357851000,12851.0,14868687500.0,-27907.0,-31288634000.0,-119.0,-133518500.0,1138000,0.62,510026527614,150129509724000
009150,삼성전기,-119880,-170041548000,25091.0,35720568500.0,96363.0,136567201000.0,-1069.0,-1528043500.0,1404000,2.48,601500295269,104869949184000
373220,LG에너지솔루션,-145147,-53120770000,118264.0,43308435500.0,48288.0,17580087000.0,-20370.0,-7391533750.0,371000,6.46,159085798500,86814000000000
005380,현대차,-14443,-5665338500,-22294.0,-8590192250.0,36976.0,14346777250.0,-157.0,-59197750.0,388000,0.78,129425917750,79446013208000
207940,삼성바이오로직스,555,781296000,-5602.0,-8089381500.0,5085.0,7362661500.0,-49.0,-70423000.0,1452000,0.83,37545869500,67214460852000
105560,KB금융,-17571,-3039361450,-17486.0,-3043775200.0,37078.0,6431886950.0,-1825.0,-314875800.0,172000,-0.98,175455644111,61006290248000
028260,삼성물산,43542,16447872750,-5846.0,-2163171750.0,-36861.0,-13958245750.0,-954.0,-371414250.0,376000,-1.57,143634007578,60975010456000
032830,삼성생명,31474,9541731250,-28618.0,-8660342500.0,-2655.0,-822879750.0,-143.0,-41201000.0,303500,-1.46,86102083000,60700000000000
034020,두산에너빌리티,-363026,-33907374700,160403.0,15046536400.0,210161.0,19559232800.0,-5853.0,-533512700.0,91700,2.46,343512862200,58739457088200
012450,한화에어로스페이스,-19639,-20657608000,5792.0,6085904000.0,13332.0,14026720000.0,519.0,549086000.0,1047000,1.95,102960858720,53986880847000
055550,신한지주,38560,4266789900,175074.0,19396205350.0,-212286.0,-23514161800.0,-1381.0,-152503150.0,110600,-2.3,106074199250,51921196433400
000270,기아,-59634,-7614692450,-69693.0,-8813835050.0,129873.0,16497362700.0,-461.0,-58023000.0,126800,1.12,105751141400,49504368146400
329180,HD현대중공업,-22903,-10523946750,64087.0,29373263750.0,-39555.0,-18108128000.0,-1455.0,-662167500.0,463500,4.27,130185594000,48649527787500
006400,삼성SDI,-201622,-112758971000,153596.0,86558036500.0,35661.0,19212039500.0,12990.0,7340876000.0,574000,8.3,353530791000,46256094220000
034730,SK,9566,5664314500,-6274.0,-3746759000.0,-2741.0,-1592314000.0,-579.0,-342005500.0,602000,-0.17,53836003500,43646627206000
068270,셀트리온,-19194,-3551945350,-40255.0,-7363349200.0,-2046.0,-367431050.0,61556.0,11293821900.0,183100,0.0,68214309300,42592204925600
012330,현대모비스,-3715,-1571217500,-31366.0,-13063354250.0,32810.0,13688319500.0,2192.0,913300250.0,417500,0.6,87917966250,37500094237500
086790,하나금융지주,23230,3097737550,21391.0,2895044300.0,-46699.0,-6272416050.0,1883.0,253336500.0,134000,-2.05,106170238875,36765278232000
066570,LG전자,109142,22346615500,-5895.0,-1191399250.0,-104072.0,-21323909500.0,624.0,127795000.0,204500,-0.24,97217886750,33309908471000
035420,NAVER,360624,75968259000,-127001.0,-26698342250.0,-230025.0,-48509166500.0,-4227.0,-893208500.0,210000,-2.1,154520472500,31936063110000
010120,LS ELECTRIC,-272297,-57305700250,55532.0,11717222250.0,219824.0,46230882500.0,-2441.0,-512893250.0,211500,5.49,112727326750,31725000000000
000810,삼성화재,6452,4121936500,-4395.0,-2795301500.0,-1818.0,-1171393000.0,-247.0,-160322000.0,641000,-0.93,43681804000,28619030193000
298040,효성중공업,-6254,-18455269000,1902.0,5619696000.0,4437.0,13087666000.0,-41.0,-122469000.0,2931000,3.42,87047655000,27330250188000
267260,HD현대일렉트릭,-10818,-8191406000,-14424.0,-10881189500.0,25928.0,19590674500.0,-671.0,-506722000.0,751000,3.16,73032704500,27071398385000
042660,한화오션,68559,5875622150,-10602.0,-889165600.0,-58290.0,-5012290950.0,1186.0,104192000.0,88100,2.32,78823706250,26995020011400
005490,POSCO홀딩스,-60243,-20248477000,22682.0,7651990000.0,37347.0,12519113500.0,288.0,102252500.0,337000,2.59,74037922500,26704394599000
096770,SK이노베이션,-859834,-127288837450,322582.0,48318001850.0,544966.0,80075381700.0,-2210.0,-299779300.0,153500,11.23,284225661800,25949602958000
