종목코드,종목명,개인_순매수거래대금,기관_순매수거래대금,외국인_순매수거래대금,기타법인_순매수거래대금,종가,등락률,거래대금
095570,AJ네트웍스,54800915,-82030040,21958185,5270940,4350.0,0.23000000417232513,411760639.0
006840,AK홀딩스,48698120,7101110,-55799230,0,7690.0,-0.12999999523162842,147755720.0
027410,BGF,-103727971,-24418127,128146098,0,3940.0,0.6399999856948853,329155516.0
282330,BGF리테일,-2184167400,2173708300,11488900,-1029800,145900.0,3.180000066757202,7509535100.0
138930,BNK금융지주,-706743375,-30517895,831547990,-94286720,14360.0,0.3499999940395355,8793140900.0
001460,BYC,-9923900,6640250,4775400,-1491750,37500.0,1.350000023841858,57007600.0
001465,BYC우,-12059350,25426850,-3220150,-10147350,26750.0,0.0,49159850.0
001040,CJ,-2047670600,-3362090150,5227241150,182519600,127200.0,4.860000133514404,19111242650.0
079160,CJ CGV,-267163260,-49127600,325867080,-9576220,5260.0,3.140000104904175,2084026490.0
00104K,CJ4우(전환),-171567700,199243900,38663500,-66339700,122700.0,4.429999828338623,633123400.0
000120,CJ대한통운,197882300,-260311550,78972450,-16543200,73900.0,0.6800000071525574,2544324000.0
011150,CJ씨푸드,-52975525,38665,52936860,0,2035.0,0.9900000095367432,201258623.0
011155,CJ씨푸드1우,-461310,0,461310,0,6650.0,-3.4800000190734863,17588040.0
001045,CJ우,125003350,-172641950,47293600,345000,70500.0,1.149999976158142,448361100.0
097950,CJ제일제당,-5424676850,5500992550,-86076300,9760600,189600.0,3.0399999618530273,15688473000.0
097955,CJ제일제당 우,124192750,-2307300,-121885450,0,126300.0,0.1599999964237213,663266400.0
000480,CR홀딩스,17148800,-910280,-16238520,0,4510.0,0.2199999988079071,101509920.0
000590,CS홀딩스,-3575700,-141900,3717600,0,67900.0,0.4399999976158142,82998800.0
012030,DB,39620983,86483023,-128675824,2571818,1434.0,-1.649999976158142,534378814.0
005830,DB손해보험,-2421626650,14248804900,-11821418650,-5759600,180500.0,1.5199999809265137,30222413900.0
