종목코드,종목명,개인_순매수거래량,개인_순매수거래대금,기관_순매수거래량,기관_순매수거래대금,외국인_순매수거래량,외국인_순매수거래대금,기타법인_순매수거래량,기타법인_순매수거래대금,종가,등락률,거래대금,시가총액
005930,삼성전자,-7630126,-2167605555250,1346883.0,382751489250.0,4534712.0,1289255176000.0,1769476.0,501548471750.0,285500,3.25,5926486634990,1669112542584000
000660,SK하이닉스,-101336,-189973585500,122948.0,230038469000.0,-635962.0,-1178850331000.0,614823.0,1139669673000.0,1862000,1.2,5480333530143,1360176783630000
005935,삼성전자우,-453906,-99762765250,-161838.0,-35435649750.0,636258.0,139667418750.0,-21840.0,-4766641000.0,220000,4.02,1275752692946,176521664660000
402340,SK스퀘어,-91571,-108063325000,61115.0,71761872500.0,31756.0,37851587500.0,-812.0,-975065000.0,1190000,5.03,1132505220813,156989557620000
009150,삼성전기,24699,36657582500,30596.0,46191434000.0,-54417.0,-81541254000.0,-748.0,-1110796000.0,1507000,1.41,743457672000,112563399872000
373220,LG에너지솔루션,-3339,-1392762750,10657.0,3830426000.0,8533.0,3151679750.0,-15856.0,-5590733750.0,351500,0.29,78686281500,82251000000000
005380,현대차,209043,74278991750,-74462.0,-26261364250.0,-141225.0,-50387064750.0,5436.0,1940192500.0,353500,-1.94,195710172750,71925404922000
207940,삼성바이오로직스,13835,18973607500,-6886.0,-9399897500.0,-7172.0,-9879194000.0,171.0,234112000.0,1366000,-1.8,53401243168,63233439066000
105560,KB금융,36396,6275413700,92288.0,16131638200.0,-127989.0,-22285894200.0,-658.0,-114612600.0,173200,-1.42,118050253200,61431915528800
028260,삼성물산,-29651,-11171198250,9962.0,3796231500.0,20017.0,7494989000.0,-10.0,-1121250.0,367000,0.0,102096058500,59515502227000
032830,삼성생명,6740,1941853000,17020.0,5084519250.0,-26410.0,-7806162000.0,2093.0,616004500.0,294500,1.2,65745880000,58900000000000
012450,한화에어로스페이스,35783,36759458000,-7083.0,-7204469500.0,-28992.0,-29854511000.0,176.0,180052000.0,1021000,-3.41,143830268500,52646232421000
034020,두산에너빌리티,2402184,197377533300,-869702.0,-71337507900.0,-1574673.0,-129426048850.0,28245.0,2242378500.0,81700,-5.55,377610192400,52333845628200
055550,신한지주,187001,20611646400,71427.0,7989977900.0,-258446.0,-28602965100.0,-617.0,-68521700.0,109300,-3.45,98782914050,51310911122700
329180,HD현대중공업,55317,24397591250,-56056.0,-24720178000.0,2728.0,1217089750.0,-2297.0,-1030467000.0,441000,-3.18,84338033250,46287900225000
000270,기아,279828,32471340800,-124980.0,-14393962550.0,-155085.0,-18107001600.0,-918.0,-104355800.0,115400,-2.62,92692855900,45053659969200
034730,SK,-35383,-21407925000,33137.0,20020522500.0,2868.0,1764447500.0,-487.0,-294778000.0,611000,3.91,78403933000,44299151533000
006400,삼성SDI,67633,35183347000,-86459.0,-44871498500.0,23172.0,11951465500.0,-4446.0,-2314569000.0,521000,-1.51,195422763000,41985061130000
068270,셀트리온,8470,1494752750,-4646.0,-785105000.0,-4663.0,-859590550.0,288.0,52188600.0,177400,-0.62,52420836400,41266287022400
086790,하나금융지주,86678,11522113400,62530.0,8361374450.0,-155260.0,-20686283000.0,5623.0,745654800.0,133100,-2.13,86391731820,36066095021000
066570,LG전자,104876,22001350250,28694.0,6063033250.0,-132554.0,-27854534000.0,30.0,9039500.0,209000,-3.46,114955326500,34042889342000
012330,현대모비스,36381,13432787000,-26146.0,-9569538750.0,-10011.0,-3776602250.0,-308.0,-117924000.0,367500,-1.34,69163009250,33009064987500
010120,LS ELECTRIC,102239,21160026250,-56270.0,-11541557250.0,-46807.0,-9793580500.0,695.0,145813000.0,205500,-3.07,68660996750,30825000000000
035420,NAVER,729506,143295760100,-399470.0,-78406323750.0,-317467.0,-62407587300.0,-14170.0,-2795482750.0,194700,-3.13,225541510150,29612773644300
000810,삼성화재,2005,1293395500,2557.0,1671825000.0,-4568.0,-2969105500.0,1.0,649000.0,648000,-1.07,38949167000,28931562504000
298040,효성중공업,3189,9059573500,-2747.0,-7853555000.0,-45.0,-65576500.0,-394.0,-1131657000.0,2896000,-0.17,78971822000,27003891008000
316140,우리금융지주,-196863,-7007270325,178769.0,6392108025.0,17464.0,592779100.0,381.0,13585650.0,35350,-1.12,49731421325,26045404789950
267260,HD현대일렉트릭,18905,13366371500,-1511.0,-1065685500.0,-18194.0,-12868903000.0,749.0,532289500.0,708000,-0.84,50124662000,25521371580000
096770,SK이노베이션,-371540,-55372630700,151614.0,22613044400.0,228593.0,34044766900.0,-8382.0,-1242901800.0,149200,5.82,148676435650,25222675969600
005490,POSCO홀딩스,74594,23299467000,-45953.0,-14306646500.0,-31566.0,-9908776500.0,2819.0,883256000.0,311500,-1.89,60634984250,24683735660500
000150,두산,-8110,-12246614000,8889.0,13301202500.0,-1742.0,-2485300500.0,896.0,1332302000.0,1512000,2.65,118116220500,24485078520000
042660,한화오션,529763,42403461000,-167262.0,-13353684950.0,-365638.0,-29298432950.0,3147.0,251878600.0,79600,-2.45,71064061400,24390506162400
009540,HD한국조선해양,12980,4328823250,-11889.0,-3935352000.0,-1151.0,-413625250.0,-53.0,-17741000.0,332500,-2.06,37538250750,23532061070000
010130,고려아연,664,732131500,-596.0,-653528500.0,-90.0,-102991000.0,20.0,22180000.0,1116000,0.54,9331559000,23294233404000
042700,한미반도체,-78661,-19068046250,21397.0,5215744250.0,55655.0,13461376750.0,2025.0,491897000.0,243500,1.46,89109822750,23208520700000
138040,메리츠금융지주,1224,155959300,-13414.0,-1668422350.0,12018.0,1490859650.0,183.0,22976700.0,125600,-2.56,18766875350,21018817488800
011200,HMM,27825,561513075,-6124.0,-115113075.0,-18532.0,-377626150.0,-4110.0,-88602500.0,20800,-1.89,11806537825,19619349776000
015760,한국전력,987663,29974090475,-654182.0,-19821746500.0,-341994.0,-10411632275.0,4961.0,151319425.0,30250,-1.94,45916679600,19419413329250
017670,SK텔레콤,6064,470342950,-114361.0,-9927325850.0,111191.0,9710439650.0,-3469.0,-303362650.0,87100,-0.23,49457326700,18708213616300
033780,KT&G,844,130523850,-60671.0,-10609254900.0,18755.0,3286632250.0,40955.0,7171513500.0,174300,-1.69,46655668650,18094162480800
051910,LG화학,13886,3468457000,-2537.0,-611534750.0,-11426.0,-2876418250.0,96.0,24733000.0,252500,-0.59,36170571750,17824566607500
010140,삼성중공업,1403479,28459650775,-496003.0,-10023656950.0,-913029.0,-18549102750.0,3912.0,79741350.0,20250,-1.7,46856374958,17820000000000
010950,S-Oil,-81320,-12782353950,15437.0,2441272500.0,68906.0,10813780350.0,-2652.0,-413680600.0,155600,0.84,58872144050,17517882435200
006800,미래에셋증권,142927,4637717775,-10522.0,-324576700.0,-160123.0,-5200136575.0,26337.0,842564900.0,32250,-1.83,26091635875,17512428894750
018260,삼성에스디에스,12875,2811563750,-23406.0,-5124252500.0,11159.0,2450081250.0,-57.0,-12627000.0,220500,-2.43,20918339250,17061804900000
003550,LG,19262,2174233450,5753.0,695448000.0,-25218.0,-2893064350.0,93.0,10797400.0,111900,-3.95,16049782450,16918385247600
024110,기업은행,-755872,-15650882725,116613.0,2406332275.0,644740.0,13357178800.0,-5128.0,-105129350.0,20400,2.0,30601138000,16267487727600
267250,HD현대,13770,2800850250,-1796.0,-342428500.0,-13107.0,-2690492250.0,1118.0,229022000.0,205500,-0.72,31454272000,16233078967500
003670,포스코퓨처엠,93126,16716815250,-6535.0,-1168128500.0,-86321.0,-15490645750.0,-428.0,-87262500.0,179900,-2.33,103101673800,16001424978000
079550,LIG디펜스앤에어로스페이스,11058,7628036000,-15211.0,-10507179500.0,4078.0,2827786000.0,51.0,34761500.0,692000,-1.7,45349505500,15224000000000
035720,카카오,198327,6629127550,-16085.0,-482217825.0,-167793.0,-5653256925.0,-15559.0,-530647700.0,33450,-2.05,46852441200,14818346755350
086280,현대글로비스,60950,12052081250,-54479.0,-10729817300.0,-8082.0,-1642758950.0,1537.0,305996000.0,196900,-3.0,43092461950,14767500000000
272210,한화시스템,183399,13648888750,55892.0,4219770200.0,-224189.0,-16733250100.0,-15717.0,-1180911350.0,73900,-4.52,71106524100,13961142847100
