종목코드,종목명,개인_순매수거래대금,기관_순매수거래대금,외국인_순매수거래대금,기타법인_순매수거래대금,종가,등락률,거래대금
095570,AJ네트웍스,4835271,8485810,-13826826,505745,4325.0,3.7200000286102295,375189416.0
006840,AK홀딩스,5587360,2884670,-8472030,0,5790.0,0.5199999809265137,91188840.0
027410,BGF,39953503,-74581113,34627610,0,3965.0,0.25,334502452.0
282330,BGF리테일,-1230882700,3334550600,-2068645700,-35022200,124300.0,4.019999980926514,9879588300.0
138930,BNK금융지주,-5835413925,6028096460,11022885,-203705420,18780.0,3.5899999141693115,27856990480.0
001460,BYC,-23939450,25188700,-1249250,0,35500.0,2.75,131554200.0
001465,BYC우,-230900,-92850,323750,0,23450.0,0.8600000143051147,3424350.0
001040,CJ,3711605300,-7109492000,3514812800,-116926100,155100.0,-5.019999980926514,25602809150.0
079160,CJ CGV,-354183950,138324698,215706302,152950,4425.0,2.430000066757202,1066788655.0
00104K,CJ4우(전환),-17804000,72461800,-39556800,-15101000,149600.0,-4.53000020980835,505856200.0
000120,CJ대한통운,-171390800,-200587500,448596000,-76617700,76600.0,0.6600000262260437,3526566150.0
011150,CJ씨푸드,10582034,-37888,-10544146,0,1996.0,1.7300000190734863,126614521.0
011155,CJ씨푸드1우,-40400,0,40400,0,8080.0,2.0199999809265137,1033840.0
001045,CJ우,157171300,-25189550,-132513100,531350,68000.0,-1.8799999952316284,295768750.0
097950,CJ제일제당,-323900700,1436300850,-865757250,-246642900,194400.0,-0.9700000286102295,8455575100.0
097955,CJ제일제당 우,152333200,15645050,-166411750,-1566500,120900.0,0.25,446228200.0
000480,CR홀딩스,2326750,-78815,-2247935,0,4945.0,-0.699999988079071,204664970.0
000590,CS홀딩스,-3238400,2142300,1096100,0,70500.0,0.14000000059604645,8576700.0
012030,DB,-92584516,117503692,-28163566,3244390,1581.0,-4.239999771118164,1696867730.0
005830,DB손해보험,-1176939150,3270447900,-3228245850,1134737100,146800.0,0.8899999856948853,25417843450.0
016610,DB증권,-174633310,-84166890,257877300,922900,9820.0,5.480000019073486,795164335.0
000990,DB하이텍,-2210426700,-4026333650,6141070450,95689900,120700.0,3.3399999141693115,74726225750.0
001530,DI동일,-25437000,-40214800,-45888600,111540400,22800.0,2.009999990463257,533157150.0
015590,DKME,-107408069,-712543,88470612,19650000,2110.0,6.300000190734863,309810183.0
000210,DL,436433700,368788000,-846344400,41122700,46100.0,1.3200000524520874,3757168775.0
000215,DL우,-2221800,376400,1698950,146450,21450.0,2.630000114440918,54216500.0
375500,DL이앤씨,-2479978500,95088650,2287287450,97602400,64200.0,0.0,28022288000.0
37550L,DL이앤씨2우(전환),-35526350,23262750,12263600,0,43450.0,-0.10999999940395355,198212750.0
37550K,DL이앤씨우,-29489350,100,27299550,2189700,22450.0,1.809999942779541,118918800.0
007340,DN오토모티브,-836607725,-227181400,1079122275,-15333150,38450.0,1.590000033378601,5961863550.0
004840,DRB동일,-8556775,-2335735,10870885,21625,4400.0,4.510000228881836,191111745.0
155660,DSR,-24012000,7964120,16697460,-649580,4555.0,2.7100000381469727,286736550.0
069730,DSR제강,-187320,-80510,1388830,-1121000,5600.0,1.0800000429153442,278489300.0
017860,DS단석,-10851570,-192273605,203125175,0,11770.0,-0.17000000178813934,1036987010.0
092780,DYP,16594120,-27213695,10612505,7070,3585.0,3.4600000381469727,157920675.0
017940,E1,-58013000,-25128700,83170100,-28400,83000.0,2.2200000286102295,615306200.0
365550,ESR켄달스퀘어리츠,88676862,-39300393,-50943204,1566735,3380.0,0.6000000238418579,1242912770.0
383220,F&F,70644000,1169436300,-1349334600,109254300,79100.0,-1.0,3961805150.0
007700,F&F홀딩스,31833850,24167365,-56001215,0,15560.0,-0.25999999046325684,330030930.0
114090,GKL,-37157530,380751800,-341597410,-1996860,10580.0,1.7300000190734863,1617032910.0
078930,GS,-446817900,1037398000,-914507500,323927400,73000.0,-5.070000171661377,26959330000.0
006360,GS건설,-11636858975,3015775675,8466073975,155009325,28550.0,-3.7100000381469727,65475417725.0
001250,GS글로벌,105291164,976930,-107346094,1078000,2730.0,-0.550000011920929,1349553257.0
007070,GS리테일,-224250900,828350625,-601092425,-3007300,25000.0,-0.20000000298023224,2779059675.0
078935,GS우,-53113400,5863100,74300300,-27050000,53900.0,0.0,187066300.0
499790,GS피앤엘,554004150,1303211075,-2208270025,351054800,37500.0,-2.0899999141693115,5214517375.0
012630,HDC,20437450,104639050,-173076100,47999600,21350.0,0.23000000417232513,1122194300.0
039570,HDC랩스,6800515,-3373400,-3726475,299360,7510.0,-0.27000001072883606,82846255.0
089470,HDC현대EP,-2488520,13789080,-11300560,0,3820.0,-0.7799999713897705,249992125.0
267270,HD건설기계,2124384500,-11637376750,9964767800,-451775550,118800.0,-2.380000114440918,32471815950.0
009540,HD한국조선해양,-3396526750,-3096156250,6546220500,-53537500,359500.0,-0.8299999833106995,64368019750.0
267250,HD현대,-5015300,3434678000,-3890553800,460891100,206500.0,-0.47999998927116394,22549587800.0
443060,HD현대마린솔루션,-826185750,-1026264500,4070315500,-2217865250,216000.0,-0.6899999976158142,27127078750.0
071970,HD현대마린엔진,3303290800,5055398050,-8769459450,410770600,65500.0,3.309999942779541,25173290450.0
