종목코드,종목명,개인_순매수거래량,개인_순매수거래대금,기관_순매수거래량,기관_순매수거래대금,외국인_순매수거래량,외국인_순매수거래대금,기타법인_순매수거래량,기타법인_순매수거래대금,종가,등락률,거래대금,시가총액
005930,삼성전자,-1730267,-436424525750,1660246.0,418016381500.0,-1898437.0,-476653518750.0,1976860.0,497179930500.0,253500,2.01,2957721972027,1482031627128000
000660,SK하이닉스,-608158,-1052990041000,217161.0,377201390500.0,-260427.0,-448848697500.0,653652.0,1128477881500.0,1759000,4.08,4946542682794,1284936070035000
005935,삼성전자우,-77243,-15863518350,142902.0,27630714550.0,-138863.0,-25925639550.0,53817.0,10402992100.0,194600,4.01,702889497550,156141436103800
402340,SK스퀘어,31824,31432187000,10824.0,11007506500.0,-43204.0,-42992783000.0,376.0,375663000.0,1020000,2.0,381888042300,134562477960000
009150,삼성전기,-154509,-210032066000,71790.0,97452439000.0,81930.0,111412831500.0,2083.0,2936201500.0,1381000,4.86,584007340000,103151994176000
373220,LG에너지솔루션,-31335,-11664840500,59130.0,21932602750.0,-6827.0,-2535327500.0,-20914.0,-7712502250.0,367000,0.41,110852630750,85878000000000
005380,현대차,78217,28195634000,6587.0,2444830000.0,-93393.0,-33739133000.0,8294.0,2992479750.0,362000,-1.36,174198615250,74122311292000
207940,삼성바이오로직스,2302,3222456000,1682.0,2361301000.0,-4544.0,-6367779000.0,553.0,774234000.0,1409000,-0.21,47112764000,65223949959000
105560,KB금융,2843,414074850,264066.0,46483741350.0,-268631.0,-47201940100.0,1958.0,345532600.0,176700,0.51,175358800650,62673322597800
028260,삼성물산,-18603,-6578312750,21920.0,7712669000.0,-2144.0,-722077250.0,-217.0,-75938000.0,353500,1.87,82644877500,57326239883500
032830,삼성생명,20112,5703457500,-554.0,-146072500.0,-19048.0,-5412965750.0,-571.0,-161755500.0,283500,-0.7,74513645500,56700000000000
012450,한화에어로스페이스,3626,3814398500,12381.0,13071629000.0,-16010.0,-16890226500.0,-42.0,-43199000.0,1055000,-0.75,122959205500,54399388055000
034020,두산에너빌리티,791845,66814534500,-199859.0,-16872997650.0,-609751.0,-51436253150.0,9281.0,779453250.0,83800,-2.78,180461663850,53679024034800
055550,신한지주,-9690,-1098461650,70424.0,7880276200.0,-64385.0,-7190674400.0,3633.0,406851350.0,112100,-0.09,88441033050,52625371791900
000270,기아,64900,7819677600,2922.0,388370000.0,-69346.0,-8392095650.0,1377.0,166301500.0,120700,-0.9,64004200000,47122848858600
329180,HD현대중공업,34871,15465281250,-28258.0,-12562191250.0,-4790.0,-2091536000.0,-1808.0,-805063000.0,440500,-2.87,68473507500,46235419612500
006400,삼성SDI,10472,5402748500,48838.0,26897396000.0,-48834.0,-26641653000.0,-10471.0,-5655148500.0,544000,-0.55,165380003000,43838528320000
068270,셀트리온,44992,7970689300,47311.0,8401993850.0,-92460.0,-16400322500.0,164.0,28911350.0,177200,-0.17,46060695050,41219763587200
034730,SK,1931,1027892500,9032.0,4929352000.0,-10731.0,-5828440500.0,-234.0,-129866000.0,551000,0.18,53718065500,39948989353000
