종목코드,종목명,개인_순매수거래대금,기관_순매수거래대금,외국인_순매수거래대금,기타법인_순매수거래대금,종가,등락률,거래대금
095570,AJ네트웍스,80466022,-24597770,-80196067,24327815,3925.0,-1.3799999952316284,664916058.0
006840,AK홀딩스,-41278130,1091930,40126190,60010,5600.0,-5.559999942779541,183913440.0
027410,BGF,119387865,-112073205,-7314660,0,3660.0,-1.2100000381469727,499723340.0
282330,BGF리테일,-246286750,1247642600,-996189050,-5166800,115700.0,-1.9500000476837158,6090812550.0
138930,BNK금융지주,524731400,2616182700,-3264216220,123302120,15880.0,-2.5799999237060547,22834597445.0
001460,BYC,-1296900,-24349850,25646750,0,31750.0,-3.200000047683716,193262050.0
001465,BYC우,-5020100,750,5019350,0,21800.0,-3.3299999237060547,103564750.0
001040,CJ,-850867300,950432100,-143177000,43612200,150000.0,-5.900000095367432,14804860400.0
079160,CJ CGV,906401410,-184169886,-722767324,535800,4310.0,-1.7100000381469727,2275429524.0
00104K,CJ4우(전환),-106935400,229593000,-132310100,9652500,148200.0,-4.260000228881836,942559200.0
000120,CJ대한통운,988088650,-595307850,-329722000,-63058800,71800.0,-3.0999999046325684,4518346350.0
011150,CJ씨푸드,-25424221,407166,25017055,0,1818.0,-2.309999942779541,180978944.0
011155,CJ씨푸드1우,-24620,0,24620,0,8200.0,-10.380000114440918,10707560.0
001045,CJ우,106877600,139100,-108160000,1143300,66800.0,-2.619999885559082,295351050.0
097950,CJ제일제당,1921276950,-565856350,-1623104700,267684100,177500.0,-1.1699999570846558,10234394600.0
097955,CJ제일제당 우,100955150,3283400,-104356450,117900,117200.0,-0.5899999737739563,729726900.0
000480,CR홀딩스,-145808497,-14568728,160377225,0,4665.0,-0.10999999940395355,1872554529.0
000590,CS홀딩스,-9530600,4013700,5516900,0,67100.0,-2.0399999618530273,24725300.0
012030,DB,-428688547,-173336,427027883,1834000,1838.0,-1.2899999618530273,1556951793.0
