종목코드,종목명,개인_순매수거래량,개인_순매수거래대금,기관_순매수거래량,기관_순매수거래대금,외국인_순매수거래량,외국인_순매수거래대금,기타법인_순매수거래량,기타법인_순매수거래대금,종가,등락률,거래대금
002700,신일전자,-12407,-12218862,-128.0,-126976.0,12535.0,12345838.0,0.0,0.0,992,-0.2,382714669
002710,TCC스틸,231907,3054052950,-13724.0,-183816700.0,-217046.0,-2859721490.0,-1888.0,-20929765.0,11700,7.83,21669967075
002720,국제약품,694,2431680,-38.0,-130230.0,-817.0,-2842100.0,5.0,16950.0,3385,-0.88,100157325
002760,보락,-7432,-7657524,19893.0,20203179.0,-12516.0,-12601342.0,55.0,55687.0,1014,-0.29,56252474
002790,아모레퍼시픽홀딩스,-3130,-86281425,182.0,7747300.0,2708.0,71925375.0,297.0,8093600.0,26350,-0.19,1594898450
002795,아모레퍼시픽홀딩스우,-708,-8006570,-898.0,-9940570.0,1614.0,18035700.0,,,11170,-0.18,128773790
00279K,아모레퍼시픽홀딩스3우C,-485,-10445200,311.0,6683000.0,177.0,3826400.0,,,21450,-1.38,247634400
002810,삼영무역,194,4347875,-3036.0,-66966825.0,2676.0,58953800.0,155.0,3423150.0,22300,0.0,314815825
002820,SUN&L,9750,16337971,-12862.0,-21519306.0,3108.0,5174678.0,4.0,6657.0,1699,0.12,49022253
002840,미원상사,-179,-23586900,207.0,27230000.0,-28.0,-3643100.0,0.0,0.0,131400,2.34,226951000
002870,신풍,-57017,-63990642,-1289.0,-1380093.0,35201.0,39243444.0,33740.0,37505696.0,1041,2.87,981003318
002900,TYM,-136990,-981054845,107679.0,777840150.0,8667.0,53634745.0,20938.0,151724750.0,7180,3.76,3080422100
002920,유성기업,827,1431980,1484.0,2724152.0,-2311.0,-4156132.0,0.0,0.0,1786,-1.16,38052612
002960,한국쉘석유,300,148634000,-380.0,-188837500.0,75.0,37698500.0,5.0,2505000.0,497000,-0.4,638950500
002990,금호건설,179647,3100459175,42035.0,696864535.0,-231588.0,-3968698415.0,8395.0,145814350.0,16510,-3.45,106258349930
002995,금호건설우,140,2795010,,,-140.0,-2795010.0,,,20000,-4.99,557966730
003000,부광약품,-2695,-10036072,13091.0,53097400.0,-10240.0,-42439033.0,0.0,0.0,4040,-0.62,1875253937
003010,혜인,116299,1197350835,181.0,240890.0,-116647.0,-1199962885.0,-912.0,-8762635.0,9770,2.63,18138824545
003030,세아제강지주,-5439,-573690300,2787.0,299717800.0,2721.0,280866600.0,-91.0,-9210800.0,104300,4.09,2975294800
003060,에이프로젠바이오로직스,-30685,-53428590,15972.0,27976520.0,15596.0,27011099.0,,,1727,-0.86,215739270
003070,코오롱글로벌,3450,32917095,-56.0,-528640.0,-3549.0,-33869195.0,5.0,47700.0,9440,-3.58,184807435
003075,코오롱글로벌우,5,69060,,,-5.0,-69060.0,0.0,0.0,13520,2.74,3315430
003080,SB성보,-3403,-7520655,2096.0,4625360.0,1307.0,2895295.0,0.0,0.0,2225,-0.45,41862145
003090,대웅,371,1397535,-2012.0,-34175525.0,1641.0,32777990.0,0.0,0.0,17200,-1.43,1136293245
0030R0,대신밸류리츠,10388,40517757,-12793.0,-49837245.0,2405.0,9319488.0,0.0,0.0,3840,-2.29,83695436
003120,일성아이에스,-126,-2602150,-38.0,-784500.0,491.0,10102100.0,-327.0,-6715450.0,20650,0.49,24897200
003160,디아이,-59758,-1845491900,122096.0,3735923675.0,-64656.0,-1962257750.0,4300.0,132242350.0,30450,-0.49,30676535900
003200,일신방직,-957,-9929230,1994.0,20831440.0,-1038.0,-10912860.0,0.0,0.0,10420,-1.42,227250220
003220,대원제약,-11461,-91579285,-55.0,-439350.0,6390.0,50728315.0,5125.0,41281190.0,7990,-1.36,488588670
003230,삼양식품,-7628,-10952743000,-3910.0,-5543143000.0,13044.0,18642478500.0,-1451.0,-2066689500.0,1424000,-3.46,78902272500
003240,태광산업,-22,-21724000,-75.0,-70168000.0,95.0,90002000.0,2.0,1890000.0,939000,0.64,1425689000
003280,흥아해운,-627354,-1093810711,247.0,421058.0,662372.0,1157636947.0,-66757.0,-117453848.0,1699,-0.76,24554034501
003300,한일홀딩스,-2706,-51260635,45.0,1127510.0,2661.0,50133125.0,0.0,0.0,18990,0.96,278694795
003350,한국화장품제조,-247392,-3194383765,36954.0,478557175.0,219940.0,2836707020.0,-10666.0,-136360900.0,12760,-4.06,13693393095
003460,유화증권,5722,17429080,96.0,274000.0,-5818.0,-17703080.0,,,3045,0.5,97425770
003465,유화증권우,0,0,,,0.0,0.0,,,3225,-0.46,61100
003470,유안타증권,-27678,-134142065,-15708.0,-73165670.0,43187.0,206370735.0,200.0,943000.0,4700,0.53,1323425790
003475,유안타증권우,-3240,-13941800,1264.0,5397300.0,-1978.0,-8489265.0,3954.0,17033765.0,4315,0.7,72882530
003480,한진중공업홀딩스,5552,26165000,-127.0,-594790.0,-3808.0,-17992160.0,-1657.0,-7768850.0,4700,0.0,172863175
003490,대한항공,-863071,-25204608725,629516.0,18400523850.0,253638.0,7388721450.0,-16235.0,-473125275.0,29150,0.87,94534231300
003495,대한항공우,-15,-325650,1.0,21850.0,14.0,303800.0,,,21800,0.46,16822050
003520,영진약품,162072,180449009,2754.0,3096616.0,-164826.0,-183545625.0,0.0,0.0,1112,-0.98,411581743
003530,한화투자증권,-145273,-688701697,-71132.0,-336169836.0,214656.0,1016727173.0,1275.0,5916225.0,4680,-0.43,5086115539
003535,한화투자증권우,2392,15683220,-44.0,-289080.0,-2348.0,-15394140.0,,,6570,-1.05,113164060
003540,대신증권,14108,372037875,-53051.0,-1402288125.0,38938.0,1030117500.0,0.0,0.0,26350,-0.19,2507631475
003545,대신증권우,6175,125497100,2.0,40950.0,-8360.0,-170103400.0,545.0,11145250.0,20400,0.25,435093950
003547,대신증권2우B,5952,115868250,1.0,20070.0,-5947.0,-115771320.0,-6.0,-117000.0,19500,0.0,183021640
003550,LG,-28258,-3406494450,13463.0,1644891600.0,-87093.0,-10461655700.0,101857.0,12220068800.0,118300,-0.17,37107909550
003555,LG우,2980,214022100,296.0,21101600.0,-3256.0,-233659700.0,-20.0,-1464000.0,70500,0.14,847221800
003570,SNT다이내믹스,2477,67393350,-8149.0,-230820700.0,5793.0,166883900.0,-121.0,-3456550.0,28450,1.07,2798420750
003580,HLB글로벌,-18287,-30975509,5507.0,9064780.0,12817.0,21972163.0,,,1691,3.87,329353271
003610,방림,473,2976930,456.0,2540950.0,-11357.0,-63506120.0,9891.0,54991780.0,5580,0.72,274453590
003620,KG모빌리티,45500,130946422,1493.0,3485395.0,-46152.0,-132364377.0,1361.0,3674155.0,2655,2.12,2752717545
003650,미창석유,258,34069500,-92.0,-12109550.0,-233.0,-31017850.0,78.0,10512600.0,132000,-2.08,242720500
003670,포스코퓨처엠,-61256,-11343574750,107011.0,19651968850.0,-45725.0,-8294628500.0,-6.0,-9269300.0,183800,4.43,74191757050
003680,한성기업,-6369,-28838148,-11.0,-51535.0,6640.0,30105983.0,100.0,468500.0,4685,-0.95,533468652
003690,코리안리,-67833,-1035757000,135684.0,2095306600.0,-68806.0,-1070989440.0,1075.0,13369250.0,15470,4.18,7604032920
003720,삼영,10444,63717195,-8808.0,-53388470.0,-3284.0,-20323785.0,1648.0,9995060.0,5950,-2.14,1001069580
003780,진양산업,2139,8337640,-10.0,-38265.0,-666.0,-2615620.0,0.0,0.0,3835,-1.29,129385080
003830,대한화섬,7,789800,-2.0,-226800.0,-5.0,-563000.0,,,113400,-0.53,42105100
003850,보령,-54597,-492645105,-5437.0,-49007720.0,919.0,7324875.0,59117.0,534346010.0,8900,0.45,998649480
003920,남양유업,-303,-13463050,93.0,4123550.0,210.0,9339500.0,0.0,0.0,43400,-1.36,119691550
003925,남양유업우,896,26379800,,,-896.0,-26379800.0,,,29500,-0.17,51101750
003960,사조대림,-294,-9050675,645.0,19828125.0,-413.0,-12674400.0,65.0,1989500.0,30300,-1.3,57182525
004000,롯데정밀화학,3820,172631175,-5720.0,-262365275.0,2702.0,126706950.0,-752.0,-34630350.0,46100,0.33,2329541325
004020,현대제철,-95030,-3063977800,244023.0,7753355225.0,-144846.0,-4557146125.0,-4147.0,-132220650.0,31650,5.85,30135293975
004060,SG세계물산,13702,31143605,67.0,132385.0,-14019.0,-31840265.0,250.0,564275.0,2280,0.0,107638582
004080,신흥,62,876010,-22.0,-309260.0,-40.0,-566750.0,0.0,0.0,14060,-0.21,28707890
004090,한국석유,-46003,-510248880,-28.0,-317070.0,46179.0,512299510.0,0.0,540.0,11170,-0.71,2785413215
004100,태양금속,-23314,-57686308,-91.0,-229775.0,23405.0,57916083.0,,,2525,-1.94,572180321
004105,태양금속우,-642,-1931926,0.0,0.0,642.0,1931926.0,,,3115,-1.74,34624329
004140,동방,-1034,-2063947,-118.0,-212990.0,1347.0,2636832.0,-180.0,-327060.0,1805,1.01,150268622
004150,한솔홀딩스,-41701,-144042465,2876.0,10037695.0,36465.0,125825055.0,2360.0,8179715.0,3485,2.65,581828430
004170,신세계,9424,3544795250,-19596.0,-7382428750.0,7470.0,2819899500.0,2490.0,937549000.0,379500,-1.81,37417801000
004250,NPC,5034,15153355,-1564.0,-4688745.0,-3342.0,-10081800.0,-128.0,-382810.0,3000,-0.33,54836075
004255,NPC우,-493,-929815,483.0,910949.0,10.0,18866.0,,,1885,0.05,8539151
004270,남성,907,4485090,-5.0,-24675.0,-895.0,-4425510.0,-7.0,-34905.0,4935,-0.7,13997265
004310,현대약품,129061,1236208340,945.0,7918860.0,-128887.0,-1241039250.0,2085.0,18226910.0,7680,1.45,137684562985
004360,세방,1402,18663650,-350.0,-4660670.0,-911.0,-12121460.0,-142.0,-1894780.0,13400,0.75,130012340
004365,세방우,-349,-3290170,556.0,5432630.0,-207.0,-2142460.0,,,9360,0.0,47746980
004370,농심,-399,-166369000,772.0,335125750.0,-365.0,-165387750.0,-31.0,-13172000.0,430500,-1.6,10311473500
004380,삼익THK,7544,60196930,-29.0,-229390.0,-8039.0,-64126000.0,500.0,3965000.0,7910,-1.13,193458545
004410,서울식품,22208,27841998,-38.0,-46892.0,-22170.0,-27795106.0,,,1234,-2.83,116302714
004415,서울식품우,-11,-46420,,,11.0,46420.0,,,4220,-17.42,13776940
004430,송원산업,-190983,-2325693225,93316.0,1137784655.0,97550.0,1186478300.0,35.0,418060.0,11940,5.38,6182691700
004440,삼일씨엔에스,-15048,-79368710,12712.0,67586915.0,2426.0,12263015.0,,,5320,3.7,228822470
004450,삼화왕관,-1992,-55019850,-422.0,-11600300.0,2419.0,66759700.0,-5.0,-139550.0,27000,0.19,170486450
004490,세방전지,-4162,-279057250,25081.0,1679481450.0,-22149.0,-1483158000.0,421.0,28310500.0,66500,1.53,5077893750
004540,깨끗한나라,7934,9511137,-66.0,-78936.0,-7868.0,-9432201.0,,,1196,-1.16,24605402
004545,깨끗한나라우,-10,-42580,,,10.0,42580.0,,,4150,-7.57,25189180
004560,현대비앤지스틸,8462,100496850,-247.0,-2867220.0,-8185.0,-97236330.0,-30.0,-393300.0,11590,0.96,460751980
004690,삼천리,-277,-37731700,417.0,56049400.0,-146.0,-19280400.0,7.0,1098700.0,136500,0.59,967978900
004700,조광피혁,95,6133100,-72.0,-4647200.0,-25.0,-1614900.0,2.0,129000.0,65000,0.0,12535400
004710,한솔테크닉스,-477672,-4031042895,539197.0,4630708065.0,-60738.0,-593718800.0,-4088.0,-34118890.0,8490,12.01,35494198960
004720,팜젠사이언스,1162,3725635,-10.0,-30190.0,-1169.0,-3748425.0,7.0,21980.0,3140,-0.63,25778040
004770,써니전자,3067,-29028049,-63.0,-196887.0,125754.0,287576450.0,-112005.0,-225176281.0,2085,11.8,18701741102
004800,효성,307,47493750,579.0,92222900.0,-935.0,-147574450.0,46.0,7375800.0,159000,-0.5,3396357850
004830,덕성,8261,27114715,-27.0,-88160.0,-8234.0,-27026555.0,0.0,0.0,3265,-1.36,134045025
004835,덕성우,1029,4382000,,,-1029.0,-4382000.0,,,4250,0.71,13255025
004840,DRB동일,-4055,-16548140,3.0,11945.0,2528.0,10357585.0,1524.0,6178610.0,4070,-0.37,195404725
004870,티웨이홀딩스,7131,8292101,0.0,0.0,-7292.0,-8477399.0,,,1138,-0.96,52045671
004890,동일산업,-14,-515850,1.0,45000.0,13.0,470850.0,0.0,0.0,36400,0.97,5324600
004910,조광페인트,2471,8786655,-1587.0,-5656395.0,-884.0,-3130260.0,0.0,0.0,3540,-0.28,24756135
004920,씨아이테크,-90036,-81758176,,,-10283.0,-9424438.0,100319.0,91182614.0,906,-1.41,150256561
004960,한신공영,-266,-3661860,-2123.0,-24856190.0,3279.0,39352270.0,-890.0,-10834220.0,11980,3.54,370736830
004970,신라교역,2155,19897260,-1039.0,-9627440.0,-1391.0,-12811370.0,0.0,0.0,9190,-0.86,95350350
004980,성신양회,19591,164470085,-66.0,-570940.0,-19438.0,-163173995.0,-94.0,-784040.0,8430,1.2,1487555285
004985,성신양회우,203,1723170,,,-203.0,-1723170.0,,,8460,2.42,32923880
004990,롯데지주,-43640,-1082210200,26179.0,647806000.0,17666.0,439510800.0,238.0,5863750.0,24850,3.76,4807723075
00499K,롯데지주우,-42,-1047500,0.0,450.0,-7.0,-172100.0,50.0,1243900.0,24800,1.02,2125900
005010,휴스틸,295059,1183166044,22228.0,85774314.0,-318252.0,-1272837478.0,420.0,1630575.0,3790,0.4,7469085679
005070,코스모신소재,-1408,-57679400,5323.0,205182350.0,-3967.0,-149497300.0,48.0,1840800.0,38550,1.05,2306555325
005090,SGC에너지,15704,852781450,4588.0,261425600.0,-23477.0,-1288614050.0,3083.0,168839100.0,53400,-1.84,5049212450
005180,빙그레,-17292,-1582941900,21841.0,2006491150.0,-2705.0,-256624050.0,-1727.0,-156216200.0,92000,-0.86,8721522300
005250,녹십자홀딩스,161599,1702969320,-25925.0,-282478295.0,-137252.0,-1437067385.0,129.0,1354160.0,9850,0.0,9229995975
005257,녹십자홀딩스2우,0,0,,,,,,,18000,1.81,6054050
005300,롯데칠성,-234,-25460900,-1548.0,-151441800.0,1810.0,179653650.0,-28.0,-2750950.0,98300,0.82,1237648700
005305,롯데칠성우,182,12179600,-82.0,-5469800.0,-100.0,-6709800.0,,,66900,-0.15,40461300
005320,온타이드,-67214,-78346659,6805.0,7927825.0,62935.0,73398992.0,0.0,-3528.0,1158,1.05,615105746
005360,모나미,14856,19779016,-32.0,-42464.0,-20134.0,-26788977.0,3310.0,4392425.0,1327,-0.45,172261269
005380,현대차,-80472,-31032941750,2807.0,1247728750.0,78156.0,29975848000.0,-51.0,-20290000.0,383500,1.46,178017475000
005385,현대차우,-20569,-3779218300,2975.0,547480400.0,17690.0,3249185300.0,-88.0,-15925200.0,184800,2.78,8115706400
005387,현대차2우B,-10730,-1982067700,-718.0,-133125700.0,12437.0,2297237500.0,-1047.0,-192477400.0,184600,2.56,15096222150
005389,현대차3우B,-1239,-224323700,-1266.0,-228037050.0,4046.0,731689200.0,-1542.0,-279507000.0,181500,2.25,1460559800
005420,코스모화학,-1651,-19263425,6788.0,72093605.0,-4985.0,-51243890.0,,,10440,0.77,780875765
005430,한국공항,-950,-73149200,107.0,8577800.0,842.0,64491000.0,1.0,80400.0,77400,-4.68,482263900
005440,현대지에프홀딩스,-63378,-767144040,28236.0,341962095.0,5459.0,66483795.0,29688.0,358757780.0,12000,1.27,2997799870
005490,POSCO홀딩스,-81909,-28040079500,56902.0,19572768750.0,24550.0,8311861500.0,616.0,209981750.0,342000,3.64,110085047000
005500,삼진제약,6333,118609520,-1498.0,-28208050.0,-4836.0,-90417410.0,0.0,0.0,18820,0.86,825901420
005610,삼립,913,37459450,256.0,10499900.0,-1237.0,-50739700.0,68.0,2780350.0,40900,-0.49,110005200
005680,삼영전자,5448,65342170,475.0,5631630.0,-5923.0,-70973800.0,0.0,0.0,12040,-0.08,257462840
005690,파미셀,32820,343780310,-24165.0,-250899840.0,-14514.0,-154556810.0,5786.0,60881660.0,10380,-1.61,3987703360
005720,넥센,-451,-2775700,-23.0,-93440.0,-473.0,-2856330.0,947.0,5725470.0,6050,-0.82,109151030
005725,넥센우,0,0,,,0.0,0.0,,,4345,0.12,434500
005740,크라운해태홀딩스,1200,6715360,-19.0,-107160.0,-1244.0,-6961440.0,0.0,0.0,5640,-0.18,73618705
005745,크라운해태홀딩스우,0,0,,,0.0,0.0,,,5360,3.08,864200
005750,대림바스,-4052,-18089236,763.0,3676196.0,3228.0,14140810.0,0.0,0.0,4720,1.18,254646150
005800,신영와코루,198,2663770,-50.0,-669170.0,-148.0,-1994600.0,0.0,0.0,13330,-0.89,9217060
005810,풍산홀딩스,-4076,-152216750,-949.0,-35305150.0,-553.0,-20447050.0,5578.0,207968950.0,37300,0.95,531164900
005820,원림,639,9914180,-63.0,-947190.0,-40.0,-691150.0,-536.0,-8275840.0,15090,-1.76,65622280
005830,DB손해보험,-24348,-4911072800,131822.0,26894215400.0,-108052.0,-22101555600.0,1134.0,232279000.0,203000,6.34,62428020250
005850,에스엘,-6138,-316673550,-15815.0,-799763600.0,21817.0,1109503550.0,136.0,6933600.0,50800,1.4,3617943200
005870,휴니드,3263,13749027,30.0,130500.0,-3295.0,-13888172.0,1.0,4315.0,4350,-1.25,194517612
005880,대한해운,-306392,-643017536,348584.0,727549052.0,-43022.0,-86440776.0,2106.0,4534100.0,2075,3.23,5486452318
005930,삼성전자,-1234260,-314681958750,-839601.0,-208748269000.0,92935.0,23157154500.0,1982036.0,500569455500.0,250000,-0.2,3452976472500
005935,삼성전자우,135114,25005718900,127570.0,23483139850.0,-262818.0,-48523149900.0,6265.0,1149684850.0,184100,-0.75,353777937000
005940,NH투자증권,9060,221932850,-109324.0,-2854856275.0,98718.0,2592654025.0,1455.0,37902900.0,26300,0.96,13524430875
005945,NH투자증권우,17549,404789275,-103.0,-2370450.0,2287.0,54761225.0,-19738.0,-457295050.0,23200,0.0,1485588325
005950,이수화학,18960,217342765,-16240.0,-180998905.0,-3606.0,-46364980.0,758.0,8514760.0,11160,-1.24,4368256705
005960,동부건설,-15540,-116164060,3392.0,25180050.0,12140.0,90924250.0,,,7500,2.74,403018830
005965,동부건설우,7,119910,,,-7.0,-119910.0,,,17070,-0.18,4686740
006040,동원산업,-326,-14735650,1458.0,56085700.0,86.0,5344100.0,-1218.0,-46694150.0,37850,0.13,1306269550
006060,화승인더,-2702,-6718040,8579.0,21397660.0,-5877.0,-14679620.0,0.0,0.0,2475,0.0,95744385
006090,사조오양,427,3851290,-56.0,-504260.0,-416.0,-3748880.0,45.0,401850.0,9050,0.11,11419990
006110,삼아알미늄,-5272,-378922550,-1609.0,-99363050.0,10249.0,712377000.0,-2527.0,-174287200.0,69200,1.32,11262372900
006120,SK디스커버리,2093,111810100,916.0,49947700.0,-3821.0,-206105400.0,812.0,44347600.0,53900,-1.82,920505000
006125,SK디스커버리우,-2050,-84867850,,,-37.0,-1533950.0,2087.0,86401800.0,41500,0.0,106242400
006200,한국전자홀딩스,13347,24841383,828.0,1547097.0,-14175.0,-26388480.0,,,1748,-8.91,119541425
006220,제주은행,-43010,-433298175,2503.0,25594690.0,42604.0,429157025.0,50.0,508480.0,10070,0.5,4593336280
006260,LS,6453,1885893250,-11768.0,-3423997750.0,5202.0,1504763750.0,21.0,6156250.0,292000,-1.52,22079617750
006280,녹십자,1608,205129700,-478.0,-59509950.0,-1223.0,-157627950.0,131.0,17034000.0,127000,0.0,2277852050
006340,대원전선,180274,2324823125,293.0,2237925.0,-190671.0,-2454800865.0,9329.0,117243990.0,12440,-2.28,21039126735
006345,대원전선우,2054,20331480,0.0,0.0,-2134.0,-21107480.0,,,9730,-1.22,175563370
006360,GS건설,-252029,-8622653300,129214.0,4413039700.0,114949.0,3943752000.0,7641.0,258424650.0,33600,4.19,67435885350
006370,대구백화점,10511,38500942,-520.0,-1870480.0,-7566.0,-27771062.0,-2425.0,-8859400.0,3715,0.0,124887903
006400,삼성SDI,9643,5248021000,-9989.0,-5366127000.0,-239.0,-226222500.0,215.0,141210000.0,539000,0.19,237749818000
006405,삼성SDI우,946,204037750,-2298.0,-487535000.0,1386.0,290667750.0,-12.0,-2611000.0,214000,-0.23,1484849500
006570,대림통상,3631,6686581,1417.0,2839203.0,-5048.0,-9525784.0,,,1860,-1.38,87848695
006650,대한유화,3575,340080550,6111.0,616571400.0,-9619.0,-949838050.0,-73.0,-7427100.0,96400,4.78,7514264800
006660,삼성공조,-4510,-52902125,-98.0,-1214470.0,4670.0,54851445.0,-3.0,-25880.0,12140,-1.46,1862065425
006740,블루산업개발,654,3406950,0.0,0.0,-654.0,-3406950.0,0.0,0.0,5230,0.58,28385900
006800,미래에셋증권,-259335,-8722826325,-318816.0,-10505190200.0,579498.0,19272864550.0,-1336.0,-44258900.0,33200,0.61,51487878850
006805,미래에셋증권우,3114,36065950,-291.0,-3406110.0,-2818.0,-32601340.0,0.0,0.0,11810,0.0,231323980
00680K,미래에셋증권2우B,4986,51610790,-8471.0,-91101460.0,2511.0,28850170.0,1045.0,11397960.0,10650,-1.39,1539517850
006840,AK홀딩스,-6978,-54761370,2350.0,18824860.0,4477.0,34718720.0,163.0,1311870.0,8000,5.96,319560500
006880,신송홀딩스,3839,16808530,-1939.0,-8523060.0,-3220.0,-14109145.0,1320.0,5823675.0,4385,0.34,68860760
006890,태경케미컬,12849,65474540,-130.0,-658570.0,-12720.0,-64821010.0,0.0,-110.0,5090,-1.17,129317970
006980,우성,-289,-4574110,-4.0,-63260.0,293.0,4637370.0,0.0,0.0,15830,0.25,18924530
007070,GS리테일,2079,54339300,-40838.0,-1036045350.0,39737.0,1006132050.0,-936.0,-23423750.0,25650,-1.16,4095788150
007120,미래아이앤지,-10662,-12249105,-27.0,-31212.0,23597.0,27047797.0,-12957.0,-14823095.0,1156,-1.37,133105292
007160,사조산업,-14,-748500,-432.0,-21557050.0,446.0,22305550.0,,,49900,-0.6,114525550
007210,벽산,38668,54678349,-1280.0,-1790376.0,-37390.0,-52890833.0,0.0,0.0,1424,-0.07,133405519
007280,한국특강,-52,-124955,135.0,319165.0,-83.0,-194210.0,0.0,0.0,2365,-1.25,27935024
007310,오뚜기,-2043,-684231000,160.0,56831000.0,1901.0,633458000.0,-18.0,-6058000.0,336000,0.0,2005986500
007340,DN오토모티브,-13451,-630595700,17733.0,827480475.0,-4282.0,-196623625.0,-50.0,-2606150.0,46000,1.88,5574235900
007460,에이프로젠,18801,39310358,-18.0,-37440.0,-19697.0,-41188438.0,,,2080,0.97,313783120
007540,샘표,1333,57354050,-15.0,-644650.0,-1318.0,-56709400.0,,,42900,-1.04,83758800
007570,일양약품,2971,25013410,-46.0,-384490.0,-2970.0,-25006920.0,,,8360,-1.18,66871465
007575,일양약품우,-1,-7050,,,1.0,7050.0,,,7800,-2.62,30336690
007590,동방아그로,-252,-1401030,270.0,1502100.0,-18.0,-101070.0,0.0,0.0,5590,-0.18,25286090
007610,선도전기,13125,51942030,-24.0,-92880.0,-13002.0,-51460535.0,-96.0,-376800.0,3870,-3.01,405983695
007660,이수페타시스,75783,8208945900,-41318.0,-4431063200.0,-35295.0,-3865690150.0,243.0,25164850.0,106000,-5.36,47333858300
007690,국도화학,-11615,-475643875,7429.0,304301500.0,4346.0,177931375.0,-160.0,-6589000.0,40750,2.39,1684835475
007700,F&F홀딩스,2638,37458760,-308.0,-4375740.0,-2330.0,-33083020.0,0.0,0.0,14200,-0.35,214660530
007810,코리아써키트,104791,5553775150,-110872.0,-5821350900.0,1117.0,5653150.0,4894.0,258180950.0,51400,-10.3,20679804150
007815,코리아써우,215,3808830,,,-215.0,-3808830.0,,,18570,-0.21,8763130
00781K,코리아써키트2우B,-196,-2744080,,,195.0,2730090.0,,,13970,-1.48,6371620
007860,서연,10370,80713685,-22.0,-169160.0,-9993.0,-77791065.0,-355.0,-2753460.0,7770,-1.15,204030495
007980,TP,65696,112836797,-2037.0,-3502986.0,-48266.0,-82942668.0,-15398.0,-26399777.0,1732,-0.4,177752454
008040,사조동아원,22526,170605710,-7.0,-74280.0,-23088.0,-174818770.0,0.0,0.0,7780,0.13,739234195
008060,대덕,1409,21758360,-8400.0,-125595710.0,7814.0,116008280.0,-979.0,-14602960.0,14770,-4.71,1347240720
00806K,대덕1우,232,2524770,0.0,0.0,-232.0,-2524770.0,,,10850,-0.91,15303020
008250,이건산업,-6124,-18747555,7481.0,22817805.0,-1540.0,-4629650.0,-132.0,-402925.0,3040,-1.14,223092580
008260,NI스틸,25238,93968878,31.0,428805.0,-27208.0,-100990508.0,1939.0,6592755.0,3515,2.78,1026890763
008350,남선알미늄,-366238,-388101180,-235.0,-251920.0,328036.0,348208400.0,48800.0,51233693.0,1072,2.58,970174823
008355,남선알미우,-1,-7160,,,1.0,7160.0,,,7170,-4.4,4906180
008420,문배철강,-2939,4946282,-36.0,-80280.0,13109.0,19325378.0,-10880.0,-26158845.0,2230,3.48,3490751673
008490,서흥,-110,-3163850,533.0,11388300.0,-391.0,-7539500.0,-44.0,-938900.0,21350,-0.23,432852700
008700,아남전자,-50726,-63355492,50181.0,62667443.0,-1674.0,-2074621.0,,,1250,0.64,320317719
008730,율촌화학,-23159,-383669320,12799.0,213727490.0,10300.0,168973430.0,0.0,0.0,16490,3.0,1470626580
008770,호텔신라,80158,3362475025,-6424.0,-266139375.0,-73297.0,-3077680300.0,-704.0,-29871350.0,41800,-0.83,7975324125
008775,호텔신라우,-39,-1123150,-67.0,-1942750.0,-34.0,-987100.0,,,29150,0.34,18395750
008870,금비,19,755700,48.0,1895350.0,-67.0,-2651050.0,0.0,0.0,40400,0.0,6046750
008930,한미사이언스,-105333,-5404428525,86096.0,4470946700.0,7212.0,305399275.0,7650.0,399563600.0,51500,7.74,40452341375
008970,KBI동양철관,494929,601155331,235.0,213355.0,-497219.0,-595319160.0,1100.0,-8264949.0,1140,8.26,12144927740
009070,KCTC,1473,5274110,-38.0,-151115.0,-1407.0,-5000325.0,70.0,279300.0,4015,-0.12,374398750
009140,경인전자,489,10877950,0.0,0.0,-489.0,-10877950.0,,,22350,-0.45,44099800
009150,삼성전기,179057,245961396000,-72871.0,-99733024500.0,-111881.0,-154126738000.0,4255.0,5906060000.0,1348000,-3.71,845469893500
009155,삼성전기우,3857,1941916500,128.0,63930750.0,-4018.0,-2025108250.0,9.0,7351500.0,494000,-4.08,10620676750
009160,SIMPAC,6413,32057500,-1216.0,-6218760.0,-5222.0,-25966990.0,0.0,0.0,5110,0.2,343136000
009180,한솔로지스틱스,-9098,-25576670,-48.0,-133680.0,9143.0,25701975.0,3.0,8375.0,2785,-0.18,139578654
009190,대양금속,-30308,-38123664,-834.0,-1098960.0,30929.0,38954883.0,213.0,267741.0,1301,-1.06,449644136
009200,무림페이퍼,2296,3491404,-74.0,-112406.0,-2220.0,-3375955.0,-2.0,-3043.0,1519,-0.46,12600313
009240,한샘,7130,265870475,-101.0,-985075.0,-7043.0,-265411050.0,12.0,450350.0,37000,-1.99,1552363125
009270,신원,41432,48750261,-188.0,-218456.0,4257.0,5138578.0,-42899.0,-50542609.0,1162,-0.17,993114083
009290,광동제약,-8781,-54938160,1580.0,9612440.0,7200.0,45319420.0,1.0,6300.0,6340,0.79,725685295
009320,아진전자부품,2322,2211264,92.0,87124.0,-2414.0,-2298388.0,0.0,0.0,947,-2.17,37875436
009410,태영건설,-90703,-153371656,-62386.0,-105654939.0,153089.0,259026595.0,0.0,0.0,1675,1.03,543792476
009415,태영건설우,0,0,,,,,,,6320,0.32,13402330
009420,한올바이오파마,15166,814127300,-106718.0,-5737951550.0,91658.0,4929719750.0,-127.0,-7014400.0,53900,-2.0,15232023600
009450,경동나비엔,-3029,-184918850,-4335.0,-262292500.0,7077.0,429867550.0,2.0,120700.0,60300,0.0,2009540750
