종목코드,종목명,개인_순매수거래량,개인_순매수거래대금,기관_순매수거래량,기관_순매수거래대금,외국인_순매수거래량,외국인_순매수거래대금,기타법인_순매수거래량,기타법인_순매수거래대금,종가,등락률,거래대금
044450,KSS해운,-14026,-142689515,6554.0,66659285.0,7188.0,73147430.0,285.0,2892870.0,10120,2.02,505046115
044820,코스맥스비티아이,-833,-19485250,1522.0,37442350.0,-1824.0,-45428850.0,1235.0,29951750.0,24950,0.6,815643850
047040,대우건설,172902,2650481010,122276.0,2122133305.0,-296237.0,-4788341175.0,-1410.0,-23561485.0,16750,2.89,125412966755
047050,포스코인터내셔널,-104574,-5804063850,17157682.0,950544788550.0,12280.0,682405200.0,-17066384.0,-945478178700.0,55500,4.32,2054807219150
047400,유니온머티리얼,-9964,-9047693,-74.0,-67488.0,10027.0,9105193.0,,,912,-2.36,52436009
047810,한국항공우주,-31688,-3987052050,-5833.0,-685308300.0,37532.0,4674047150.0,206.0,25454700.0,125000,1.96,33000687350
049800,우진플라임,2523,4668887,-36.0,-45733.0,724.0,1329184.0,-3211.0,-5952338.0,1853,-0.11,35621175
051600,한전KPS,-19020,-861259975,11907.0,541841975.0,8262.0,371624500.0,-679.0,-30769450.0,45300,2.14,4013667175
051630,진양화학,-20250,-28366713,656.0,945180.0,795.0,659811.0,18799.0,26761722.0,1425,0.56,234023935
051900,LG생활건강,-1751,-510654250,-10003.0,-2916541750.0,11979.0,3491508500.0,-207.0,-59117500.0,291500,-1.85,19537720000
051905,LG생활건강우,2013,208944350,1158.0,122207800.0,-3175.0,-331574750.0,4.0,423000.0,105200,-0.94,1256555550
051910,LG화학,-63073,-18132063250,93027.0,26831074500.0,-28343.0,-8236368500.0,-1154.0,-332681750.0,287000,6.69,86908245250
051915,LG화학우,-6520,-842624700,-180.0,-23108700.0,6675.0,862699600.0,,,130000,5.78,2195908000
052690,한전기술,-18071,-1942688400,15137.0,1646513000.0,-120.0,-32040100.0,2680.0,287239900.0,107400,1.51,34594514550
053210,스카이라이프,18243,74538635,-51.0,-204270.0,-18192.0,-74334365.0,0.0,0.0,4110,-0.24,151825185
053690,한미글로벌,8251,201382350,40263.0,864109950.0,-49015.0,-1077564800.0,-471.0,-9612850.0,21700,5.6,8241050875
055490,테이팩스,678,10418410,14.0,305540.0,-648.0,-9991360.0,-1.0,-17070.0,17140,2.63,531300725
055550,신한지주,-76928,-8844514650,444698.0,51024729150.0,-170911.0,-19585149200.0,-196796.0,-22587836000.0,114500,3.62,170330989200
058430,포스코스틸리온,38426,193726574,-953.0,-4475125.0,-37812.0,-190824729.0,525.0,2439500.0,4635,2.32,4682919595
058650,세아홀딩스,164,22118950,-222.0,-29842800.0,58.0,7723850.0,0.0,0.0,134200,-1.97,122861800
058730,다스코,-17453,-37958281,-941.0,-3613545.0,19467.0,45513279.0,401.0,1531837.0,3705,-5.96,12256043853
058850,KTcs,18563,40373470,-102.0,-221340.0,-18511.0,-40260750.0,50.0,108620.0,2170,-0.23,139155775
058860,KTis,26762,68697015,6290.0,16217940.0,-32646.0,-83866300.0,-405.0,-1046080.0,2585,0.19,140557615
060980,HL홀딩스,-1240,-49558100,1507.0,59986600.0,-267.0,-10428500.0,0.0,0.0,39750,0.25,288444800
062040,산일전기,50968,9620216250,-18224.0,-3375586550.0,-34074.0,-6494548600.0,1344.0,252924500.0,186500,1.47,63296391550
063160,종근당바이오,4308,58820220,-4157.0,-56652810.0,-151.0,-2167410.0,0.0,0.0,13600,-0.95,150034770
064350,현대로템,-25030,-3226536250,11055.0,1457743900.0,17036.0,2158377050.0,-2147.0,-273671000.0,126400,2.85,39971808800
064400,LG씨엔에스,51206,3860796100,-10127.0,-753994350.0,-36616.0,-2782173350.0,-4063.0,-295370850.0,72500,-2.68,38490045750
064960,SNT모티브,-13529,-362620550,30296.0,816297850.0,-16787.0,-454220400.0,20.0,543100.0,26800,4.28,2507533750
066570,LG전자,-62617,-12681614300,-15286.0,-2970812850.0,-12359.0,-2539953150.0,90524.0,18245606750.0,199700,-0.4,95454932850
066575,LG전자우,-16683,-1242534550,-320.0,-23743300.0,17289.0,1287575250.0,-300.0,-22350000.0,73900,-0.54,4994500750
066970,엘앤에프,123025,15363072500,-120472.0,-14686665150.0,-2602.0,-690626950.0,-542.0,-58635700.0,120900,-3.05,87989815250
067830,세이브존I&C,-10464,-24766605,3336.0,7856705.0,7128.0,16909900.0,0.0,0.0,2385,0.85,62670920
068270,셀트리온,-54304,-10346811200,56520.0,10724791950.0,-44319.0,-8305631950.0,42240.0,7953664500.0,187100,0.43,76522056800
068290,삼성출판사,2029,12821290,-11.0,-69580.0,-2018.0,-12751710.0,0.0,0.0,6330,-0.16,45143440
069260,TKG휴켐스,-5420,-88935940,-3112.0,-49939130.0,7398.0,120269330.0,1135.0,18622110.0,16330,1.05,851571230
069620,대웅제약,23574,2716805750,-5803.0,-663562000.0,-17659.0,-2040070850.0,-137.0,-16033000.0,114800,-7.49,6701450750
069640,한세엠케이,-1892,-2614796,160.0,227505.0,1732.0,2387291.0,,,1416,-2.68,25599920
069730,DSR제강,3550,19867250,1.0,32800.0,-3455.0,-19378130.0,-96.0,-521920.0,5630,-0.18,123377880
069960,현대백화점,-42990,-4077282900,48028.0,4573842150.0,-61366.0,-5812587450.0,56368.0,5319797200.0,94600,2.05,16353470300
070960,모나용평,21503,43789428,528.0,1062945.0,-23344.0,-47521918.0,1312.0,2667500.0,1994,-3.44,215110155
071050,한국금융지주,6298,1107503600,-117965.0,-21876382600.0,111581.0,20753858650.0,60.0,10153850.0,186600,0.65,49893742250
071055,한국금융지주우,2131,314949550,-7.0,-1023400.0,-2867.0,-423915550.0,743.0,109989400.0,147800,-1.0,1001882300
071090,하이스틸,119684,415714822,-21.0,128685.0,-120405.0,-420191122.0,30.0,72350.0,3090,0.98,11057116686
071320,지역난방공사,-3291,-251332700,2359.0,180410200.0,469.0,35766600.0,464.0,35232100.0,76500,2.96,973337000
071840,롯데하이마트,401,2715740,2928.0,18552220.0,-3329.0,-21267960.0,0.0,0.0,6310,-1.41,156183010
071950,코아스,-10315,-18801470,-458.0,-791761.0,-9627.0,-16892369.0,20000.0,35774100.0,1837,4.43,102091442
071970,HD현대마린엔진,-14244,-727510100,-5857.0,-287737875.0,22292.0,1123944525.0,-2140.0,-106117900.0,49500,1.12,6237952350
072130,유엔젤,-383,-1847170,-23.0,-110285.0,-20649.0,-98102010.0,21398.0,101704150.0,4795,0.0,188112515
072710,농심홀딩스,152,14070600,185.0,17384000.0,189.0,17935800.0,-526.0,-49390400.0,94500,0.32,352107750
073240,금호타이어,-317908,-2289927770,-37499.0,-269074485.0,361542.0,2604269925.0,-5796.0,-42084460.0,7120,-0.14,11998967935
075180,새론오토모티브,218,489885,-64.0,-52080.0,-154.0,-437805.0,0.0,0.0,2945,0.0,51221695
075580,세진중공업,-39861,-406549920,-394.0,-4101220.0,40123.0,409311680.0,205.0,2087950.0,10190,3.14,1450011375
077500,유니퀘스트,14233,111309370,-217.0,-1617830.0,-19976.0,-153241870.0,5960.0,43550330.0,7280,-3.83,1117883975
077970,STX엔진,3848,87658500,-1937.0,-45694225.0,-636.0,-11846975.0,-1324.0,-31321600.0,23450,1.08,2424379700
078000,텔코웨어,726,9732330,-16.0,-214240.0,-710.0,-9518090.0,,,13390,-0.59,56138140
078520,에이블씨엔씨,17052,195818620,-1748.0,-20252695.0,-15155.0,-173763435.0,-149.0,-1802490.0,11260,-2.6,636820690
078930,GS,-86462,-10194024800,-70248.0,-8211657850.0,160375.0,18841096550.0,-3667.0,-435689400.0,118900,-0.92,66720292450
078935,GS우,-4229,-263421100,2021.0,125893100.0,2208.0,137528000.0,,,61900,0.49,652582850
079160,CJ CGV,38083,198687495,-22880.0,-120451270.0,-15549.0,-80090565.0,700.0,3688000.0,5210,-1.51,1854071145
079430,현대리바트,1746,10507450,-47.0,-272530.0,-2020.0,-12148640.0,320.0,1907700.0,5970,-0.67,101134825
079550,LIG디펜스앤에어로스페이스,-8569,-5727709500,2165.0,1490490500.0,6720.0,4448412000.0,-339.0,-226359000.0,665000,1.53,37515369500
079900,전진건설로봇,-13248,-517514050,-7206.0,-285597075.0,19857.0,777132625.0,571.0,23974750.0,41750,11.78,40563440125
079980,휴비스,8203,16346262,1326.0,2610174.0,-9529.0,-18956436.0,,,2000,0.35,64676256
081000,일진다이아,3616,34363650,-29.0,-241360.0,-3587.0,-34122290.0,0.0,0.0,9520,0.32,79620290
081660,미스토홀딩스,-1009,-43167450,25878.0,1077531075.0,-27590.0,-1147117375.0,2721.0,112753750.0,40900,-1.09,4064368550
082740,한화엔진,-128059,-5905616950,42464.0,1965955225.0,74735.0,3436894675.0,10993.0,508728125.0,45600,2.13,22607344175
083420,그린케미칼,2872,13950453,-59.0,-282315.0,-2813.0,-13668138.0,0.0,0.0,4785,-1.14,85789898
084010,대한제강,3164,27072090,39.0,393620.0,-3203.0,-27458570.0,0.0,-7140.0,8650,0.7,214720160
084670,동양고속,1366,32157625,-2.0,-46600.0,-1364.0,-32111025.0,0.0,0.0,23300,-1.69,228272800
084680,이월드,120956,67242401,531.0,290988.0,-122372.0,-68015577.0,900.0,490587.0,548,-6.96,300181523
084690,대상홀딩스,6247,48971580,-30.0,-232130.0,-5050.0,-39640550.0,-1167.0,-9098900.0,7810,-1.88,186536585
084695,대상홀딩스우,2,25730,,,-2.0,-25730.0,,,11940,-0.17,4782860
084870,TBH글로벌,11569,25255440,-844.0,-1604150.0,-10725.0,-23651290.0,,,2230,-2.41,69931547
085310,엔케이,-6012,-55020915,10880.0,99350400.0,-4868.0,-44329485.0,,,9080,-1.52,202314520
085620,미래에셋생명,17776,393123225,7590.0,160809250.0,-25267.0,-552362175.0,-30.0,-615600.0,21000,2.69,4716317775
086280,현대글로비스,-52758,-10683516350,32872.0,6636003000.0,19860.0,4042685950.0,51.0,9698400.0,202000,3.59,46214219650
086790,하나금융지주,-132735,-18509414350,125284.0,17518334500.0,3623.0,450317750.0,3909.0,552014650.0,139500,3.41,131803922000
088260,이리츠코크렙,42668,136398625,-12085.0,-38155915.0,-30634.0,-98406165.0,0.0,0.0,3200,-0.31,349615615
088350,한화생명,-1530650,-9680576990,699290.0,4446070235.0,775504.0,4898963545.0,67629.0,414136885.0,6110,5.89,140328327170
088790,진도,-12058,-28599175,8726.0,20709795.0,-13227.0,-31539125.0,16559.0,39428505.0,2415,0.21,233533810
088980,맥쿼리인프라,-71793,-715509840,162554.0,1615498900.0,-88541.0,-877911640.0,-1734.0,-17247080.0,9910,0.51,5194104590
089470,HDC현대EP,8497,33198310,240.0,1169490.0,-8623.0,-33922075.0,-114.0,-445810.0,3960,0.25,144372500
089590,제주항공,-7518,-34510310,-730.0,-3249270.0,4244.0,19927600.0,3904.0,17379980.0,4460,1.48,562960827
089860,롯데렌탈,-118,-7393950,4427.0,218332625.0,-4187.0,-205380925.0,-798.0,-39944950.0,50400,-0.2,8048386250
090080,평화산업,-1914,-1839806,-56.0,-54208.0,1659.0,1592311.0,300.0,291000.0,968,-0.72,31398855
090350,노루페인트,-3430,-27508160,-1548.0,-12366280.0,4978.0,39874440.0,0.0,0.0,8010,1.01,184543565
090355,노루페인트우,0,0,,,,,,,11900,0.25,3327500
090370,메타랩스,-17029,-20557672,3609.0,4849106.0,13420.0,15708566.0,,,1199,3.36,194550730
090430,아모레퍼시픽,-37974,-5576934450,-7458.0,-965928600.0,50815.0,7325790850.0,-5296.0,-770075900.0,142500,0.14,32918603200
090435,아모레퍼시픽우,637,27839150,911.0,45643150.0,-1547.0,-73435600.0,,,45300,0.11,1175380100
090460,비에이치,233283,4935041000,18523.0,385462855.0,-256704.0,-5423952575.0,6484.0,135997690.0,19730,-2.57,35202019145
091810,트리니티항공,27766,77899659,-132.0,-381165.0,-27709.0,-77727774.0,0.0,0.0,2775,0.0,204436749
092200,디아이씨,-53315,-297893745,1904.0,10656480.0,49086.0,274277955.0,2900.0,16205940.0,5620,-1.58,1100552025
092220,KEC,88980,232025810,10678.0,27212390.0,-99760.0,-259508425.0,0.0,0.0,2540,-6.27,509111221
092230,KPX홀딩스,-38,-3821600,-140.0,-13670700.0,178.0,17492300.0,0.0,0.0,98900,0.0,290488500
092440,기신정기,-18474,-36924629,13001.0,25967330.0,5473.0,10957299.0,0.0,0.0,2010,0.25,72253258
092780,DYP,3341,10817620,128.0,359040.0,-3472.0,-11186310.0,1.0,3290.0,3175,-0.47,51876450
092790,넥스틸,163386,2305094615,3743.0,55082550.0,-167946.0,-2371608225.0,85.0,624770.0,12990,2.44,34322460975
093050,LF,5187,116435100,1489.0,31943650.0,-6247.0,-138780700.0,-429.0,-9598050.0,22050,-4.55,859770950
093240,형지엘리트,45695,17552912,-599.0,-227615.0,-41100.0,-15796819.0,4.0,1522.0,383,-1.03,132720955
093370,후성,169373,2067186465,24839.0,314884295.0,-190187.0,-2332240540.0,-4943.0,-61361600.0,12250,-2.23,18399705955
094280,효성ITX,-348,-4174980,-115.0,-1382980.0,463.0,5565460.0,0.0,-7500.0,12000,-0.5,116518880
094800,맵스리얼티,-13713,-98317960,30578.0,219804920.0,-7614.0,-54889760.0,-9251.0,-66597200.0,7120,-1.39,332589210
095570,AJ네트웍스,45210,192257264,-59015.0,-250604359.0,13799.0,58321580.0,3.0,12780.0,4250,-0.7,486519494
095720,웅진씽크빅,661,839256,-63.0,-80010.0,-598.0,-759246.0,,,1270,0.08,8492178
096760,JW홀딩스,18482,77188404,-85.0,-310025.0,-18396.0,-76874244.0,-1.0,-4135.0,4180,0.0,269397385
096770,SK이노베이션,-136921,-17993696400,85505.0,11303706200.0,52728.0,6856628300.0,-504.0,-63353050.0,130800,-0.53,133513825000
096775,SK이노베이션우,-3368,-227363300,4594.0,313765100.0,-933.0,-66629050.0,2.0,133550.0,68300,2.55,673747400
097230,HJ중공업,3312,48790450,2226.0,36300710.0,16856.0,273446125.0,1078.0,17162400.0,16070,0.94,2989790685
097520,엠씨넥스,5768,110160285,-48.0,-454060.0,-7617.0,-146159455.0,1897.0,36453230.0,18960,-0.84,651476120
097950,CJ제일제당,-27424,-5125692700,13173.0,2459914050.0,13845.0,2589875950.0,420.0,78522700.0,185900,1.81,14999731850
097955,CJ제일제당 우,212,25939000,0.0,76600.0,-213.0,-26138200.0,1.0,122600.0,122500,0.74,196528700
100090,SK오션플랜트,-236467,-2841000215,72033.0,978705875.0,186785.0,2173654080.0,-5602.0,-78074310.0,12900,7.5,107269185065
100220,비상교육,4777,23448300,-187.0,-930540.0,-2790.0,-13744935.0,-1800.0,-8772825.0,4945,-0.2,91066770
100250,진양홀딩스,-29538,-92848234,414.0,1324455.0,29124.0,91523779.0,0.0,0.0,3155,-0.32,358609844
100840,SNT에너지,34731,1179649050,-3988.0,-124642550.0,-34484.0,-1182536050.0,4342.0,147836550.0,33500,6.86,33336674625
101140,인바이오젠,-36,-189180,-6.0,-33060.0,42.0,222240.0,0.0,0.0,5510,-1.61,6084220
101530,해태제과식품,10809,60151980,-480.0,-2688710.0,-10436.0,-58060170.0,90.0,502200.0,5570,-0.89,142896630
102260,동성케미컬,-6132,-22362375,-1353.0,-5124150.0,7479.0,27462485.0,0.0,1360.0,3750,1.35,376042240
102460,이연제약,5028,49817435,-246.0,-2365045.0,-4983.0,-49444160.0,200.0,1982000.0,9910,-0.4,380656605
103140,풍산,-27160,-2125985300,-3238.0,-251441350.0,30448.0,2381384250.0,13.0,974700.0,78600,1.81,7418612950
103590,일진전기,-1787,-121292800,-4732.0,-320697850.0,6356.0,431062650.0,385.0,25907100.0,67600,0.15,14509372550
104700,한국철강,-51570,-516770170,69928.0,700266250.0,-18475.0,-184654910.0,100.0,989000.0,9940,0.51,898426670
105560,KB금융,-229130,-40633928000,370147.0,65953683750.0,-142609.0,-25613270450.0,1994.0,365209000.0,177900,5.2,270506250500
105630,한세실업,21480,195103730,-4230.0,-38182910.0,-17357.0,-157891230.0,106.0,961200.0,9010,-2.07,386709160
105840,우진,8057,99818210,2557.0,32766310.0,-31608.0,-402745770.0,20965.0,269817730.0,12710,-0.08,2286680005
107590,미원홀딩스,7,450800,-7.0,-448000.0,0.0,-2800.0,0.0,0.0,64000,-0.62,36030700
108320,LX세미콘,27530,993077725,-12746.0,-458818425.0,-14894.0,-538207250.0,111.0,3983550.0,35600,-2.33,2644431300
108670,LX하우시스,-12059,-421536500,28130.0,980344200.0,-15333.0,-534306150.0,-738.0,-24501550.0,35000,3.24,1359181400
108675,LX하우시스우,59,1107300,0.0,-3660.0,-59.0,-1103640.0,,,19080,1.22,44432540
111110,호전실업,417,2667490,-115.0,-735320.0,-302.0,-1932170.0,0.0,0.0,6400,-0.31,8202270
111380,동인기연,898,12008350,-17.0,-211060.0,-881.0,-11797290.0,0.0,0.0,13520,-0.44,17796730
111770,영원무역,-9904,-762327300,11084.0,851193900.0,-2615.0,-196982400.0,1433.0,107963400.0,75600,1.89,6591738300
112610,씨에스윈드,-18167,-840238075,19746.0,916171450.0,-1758.0,-84191800.0,-100.0,-4645125.0,45900,0.77,8368487675
114090,GKL,-31784,-301739550,13912.0,132169940.0,17519.0,166285760.0,340.0,3172000.0,9390,-0.84,1472051600
117580,대성에너지,-29963,-207838530,-61.0,-426760.0,30324.0,210350290.0,0.0,0.0,6960,1.61,703754625
118000,메타케어,1163,1504722,0.0,0.0,-1149.0,-1485209.0,29.0,37792.0,1313,0.08,21687737
120030,조선선재,9,748000,-2.0,-166500.0,-7.0,-581500.0,0.0,0.0,83500,0.0,16909300
120110,코오롱인더,-49793,-2928576650,74839.0,4407633050.0,-25296.0,-1493929100.0,376.0,22119200.0,58200,3.37,14100150000
120115,코오롱인더우,53,1110025,-40.0,-817900.0,-13.0,-292125.0,,,25350,0.6,282456725
122900,아이마켓코리아,-8447,-68568220,-2206.0,-17960000.0,8535.0,69209370.0,2118.0,17318850.0,8170,0.86,359340580
123690,한국화장품,11902,75562435,-40.0,-252800.0,-11862.0,-75309635.0,,,6320,0.16,249890360
123700,SJM,1452,4914530,-169.0,-569660.0,-1283.0,-4344870.0,0.0,0.0,3375,-0.74,15108400
123890,한국자산신탁,-59956,-156788826,38595.0,101378670.0,21792.0,56574666.0,-541.0,-1450825.0,2640,1.34,478934974
126560,현대퓨처넷,9759,32714795,3367.0,11403395.0,-32626.0,-110060220.0,19500.0,65942030.0,3380,0.0,353004235
126720,수산인더스트리,-860,-18640400,996.0,21069150.0,-136.0,-2428750.0,0.0,0.0,21150,0.95,427243700
128820,대성산업,-8764,-35946688,-86.0,-349695.0,8850.0,36296383.0,,,4075,0.37,170961457
128940,한미약품,-2477,-1014814000,-36896.0,-17089777250.0,40088.0,18435903750.0,-613.0,-284222000.0,460500,-2.85,77375606000
129260,인터지스,10574,20193551,-53.0,-101760.0,-3738.0,-7160297.0,-6793.0,-12950521.0,1920,1.05,57200756
130660,한전산업,-8749,-103874005,2873.0,34786890.0,2147.0,24134030.0,3359.0,40472660.0,12050,1.6,4481193090
133820,화인베스틸,11279,11019466,-26.0,-26208.0,-11253.0,-10993148.0,0.0,0.0,1008,6.33,93843024
134380,미원화학,6679,68805450,-660.0,-6802390.0,6145.0,63354160.0,-12164.0,-125357220.0,10350,0.39,157138950
134790,시디즈,519,10333280,-2.0,-39740.0,-517.0,-10293540.0,0.0,0.0,19870,-0.05,24565290
136490,선진,-107415,-1140731130,9636.0,104545235.0,97382.0,1031849705.0,-100.0,-1106200.0,10950,7.88,3792130950
137310,에스디바이오센서,-72532,-449815870,11784.0,73083645.0,60712.0,376508155.0,23.0,143730.0,6180,2.49,1015038945
138040,메리츠금융지주,-67924,-9285899050,143776.0,19631908200.0,-73037.0,-9960911950.0,-2691.0,-368067800.0,136900,5.47,66049376000
138930,BNK금융지주,-303228,-4761178285,437286.0,6896565830.0,-116014.0,-1850443515.0,-17641.0,-278513370.0,15820,4.49,21644374580
139130,iM금융지주,-22278,-430881905,73236.0,1403981600.0,-48098.0,-918408025.0,-2856.0,-54614660.0,19050,1.01,12063618820
139480,이마트,-1975,-157380550,9170.0,685072350.0,-6905.0,-506445100.0,-294.0,-21540300.0,73800,1.23,6508625150
139990,아주스틸,13231,31677940,1637.0,3996865.0,-14868.0,-35674805.0,0.0,0.0,2270,1.34,295996249
145270,케이탑리츠,1894,1455421,-1380.0,-1050754.0,-611.0,-481365.0,97.0,76698.0,784,-1.88,11957703
145720,덴티움,-3059,-114833200,3559.0,133013900.0,-512.0,-18623050.0,12.0,442350.0,37250,1.5,613675350
145990,삼양사,-2181,-103915450,9316.0,440343000.0,-7065.0,-333134550.0,-80.0,-3763000.0,47400,0.85,812979250
145995,삼양사우,1,33250,,,-1.0,-33250.0,,,33250,0.61,1412000
155660,DSR,2994,13508270,83.0,369490.0,-3702.0,-16675590.0,625.0,2797830.0,4495,-0.11,36452140
161000,애경케미칼,-41209,-430650265,10304.0,109123520.0,30798.0,320379280.0,-34.0,-355015.0,10420,1.26,2523529730
161390,한국타이어앤테크놀로지,-11307,-766202000,-42934.0,-2816830750.0,53474.0,3532852550.0,1032.0,67581700.0,66500,1.37,14333045400
161890,한국콜마,-48665,-7376250100,-46100.0,-6914338450.0,95232.0,14363895000.0,-239.0,-38421850.0,150600,-2.84,48325665000
163560,동일고무벨트,-1549,-8449735,-24.0,-135840.0,1673.0,9148575.0,-100.0,-563000.0,5660,1.07,191634370
170900,동아에스티,1141,41776950,27.0,971550.0,-1168.0,-42748500.0,0.0,0.0,36900,-0.54,227920250
175330,JB금융지주,-101551,-3245640500,262635.0,8347122950.0,-160601.0,-5089498175.0,-355.0,-7883800.0,31600,3.44,27412521150
178920,PI첨단소재,-4527,-87264420,-1761.0,-33360790.0,6605.0,126597790.0,-317.0,-5972580.0,18870,-0.32,512944050
180640,한진칼,-4741,-649305700,3843.0,542452950.0,663.0,76488400.0,561.0,74762550.0,133800,-3.81,9565576700
18064K,한진칼우,52,1463950,200.0,6262150.0,-252.0,-7726100.0,,,30650,0.0,49846250
181710,NHN,26046,1738177950,-51913.0,-3434474000.0,24367.0,1598193050.0,1447.0,94578200.0,65900,-3.09,10196720850
183190,아세아시멘트,-4460,-46987985,6816.0,72893850.0,-2289.0,-25176945.0,-67.0,-728920.0,10780,3.26,620260470
185750,종근당,3918,264425100,1213.0,84853050.0,-5000.0,-340290350.0,-131.0,-8987800.0,68200,-1.59,1643035150
192080,더블유게임즈,2575,147309300,3390.0,199162400.0,-5852.0,-340025800.0,-261.0,-15037800.0,58000,0.87,2507824700
192400,쿠쿠홀딩스,-2365,-65763625,1333.0,37347050.0,1032.0,28416575.0,0.0,0.0,27650,0.36,311656325
192650,드림텍,-22805,-146843020,98102.0,620198460.0,-116113.0,-734156320.0,39684.0,253554220.0,6120,-1.45,4974269965
192820,코스맥스,-21285,-6041035500,29061.0,8246037250.0,-6248.0,-1773263000.0,-1527.0,-431489250.0,282000,-1.23,35552949750
194370,제이에스코퍼레이션,-6747,-90144010,17183.0,231264100.0,-10353.0,-139990940.0,-83.0,-1129150.0,13090,-0.46,1202666980
195870,해성디에스,-14617,-730298850,-19385.0,-971274150.0,36370.0,1820121850.0,-1993.0,-99808850.0,49600,-3.5,6043512100
200880,서연이화,-11550,-132922790,-136.0,-1564370.0,11783.0,135691610.0,-97.0,-1204450.0,11490,-1.03,616519960
204320,HL만도,-35618,-1698114350,-10065.0,-473099325.0,46287.0,2200244375.0,-356.0,-17275600.0,47650,0.63,14510666775
207940,삼성바이오로직스,3743,5504802500,-4053.0,-5974557500.0,-485.0,-700371000.0,678.0,996711000.0,1477000,-1.6,50523435500
210540,디와이파워,-2628,-30349555,3509.0,40947410.0,-1279.0,-15285965.0,398.0,4688110.0,11560,1.58,517133960
210980,SK디앤디,-17891,-59647305,5365.0,23198683.0,13910.0,42276007.0,-750.0,-3105780.0,4120,-2.37,8545908523
213500,한솔제지,-9030,-68018550,867.0,6524270.0,6921.0,52129870.0,1242.0,9364410.0,7470,-0.8,361482765
214320,이노션,17628,331942145,-16112.0,-304038375.0,-5204.0,-97554090.0,3688.0,69650320.0,18780,-0.42,1058204895
214330,금호에이치티,3241,19407540,-2570.0,-15434470.0,-1077.0,-6340540.0,,,5850,-2.99,580762250
214390,경보제약,5033,28147965,2202.0,12440820.0,-7327.0,-41087885.0,,,5420,-2.87,257578625
214420,토니모리,38072,200711580,210.0,1295010.0,-38339.0,-202314640.0,7.0,37050.0,5300,0.19,328353900
217590,티엠씨,34503,356217600,-12512.0,-128497475.0,-22889.0,-236712085.0,1.0,10000.0,10070,-2.52,1945296605
226320,잇츠한불,-12889,-136707785,1175.0,12909935.0,11796.0,124675010.0,0.0,0.0,10530,-2.59,497891885
227840,현대코퍼레이션홀딩스,-20609,-273621185,902.0,11896590.0,4903.0,65139960.0,14804.0,196584635.0,13270,0.91,419936415
229640,LS에코에너지,4377,190436125,9146.0,400865000.0,-13351.0,-583728225.0,-17.0,-797150.0,43650,-1.47,2518122900
234080,JW생명과학,266,2999570,-37.0,-380680.0,-233.0,-2664110.0,4.0,45220.0,11200,-1.67,233267500
241560,두산밥캣,-36895,-2300603050,4900.0,304292300.0,43256.0,2693546250.0,-11188.0,-692676500.0,62800,4.32,8605442450
241590,화승엔터프라이즈,1696,4989697,-186.0,-554280.0,-1570.0,-4606867.0,60.0,171450.0,2875,-2.54,96206782
244920,에이플러스에셋,-10901,-145317585,9725.0,129427680.0,1977.0,26463025.0,-801.0,-10573120.0,13200,0.76,341870805
248070,솔루엠,38478,494476255,13440.0,171978530.0,-52644.0,-675806655.0,681.0,8770470.0,12780,-2.37,1272571025
248170,샘표식품,655,15142375,-10.0,-229900.0,-665.0,-15374975.0,0.0,0.0,23000,-0.43,155378825
249420,일동제약,392603,6038261905,-4001.0,-61646900.0,-388324.0,-5971918090.0,-737.0,-11611165.0,15100,-8.43,14914357870
251270,넷마블,2804,87378775,-12804.0,-457708825.0,9269.0,343250700.0,719.0,26630850.0,36700,-0.81,5060594550
259960,크래프톤,11266,2460648500,-8666.0,-1897513250.0,-15661.0,-3440495250.0,13023.0,2869087000.0,218000,-1.36,15096437500
264900,크라운제과,2002,16269210,-975.0,-7912005.0,-730.0,-5943515.0,62.0,501580.0,8090,-0.86,69287285
26490K,크라운제과우,3,23160,,,-3.0,-23160.0,,,7690,-0.9,1607900
267250,HD현대,-9570,-2038332750,3676.0,809473000.0,5983.0,1246719750.0,113.0,24224500.0,213500,1.91,20739593750
267260,HD현대일렉트릭,12181,8579625000,8742.0,6272281000.0,-21138.0,-15004982000.0,176.0,125701000.0,706000,-0.7,147666313758
267270,HD건설기계,-67907,-9182468950,6334.0,862002550.0,59504.0,8029179900.0,2088.0,293889400.0,135300,8.5,50744496350
267290,경동도시가스,1130,24677650,-14.0,-323200.0,-1076.0,-23475450.0,-40.0,-879000.0,22050,0.92,142067600
267850,아시아나IDT,2172,20052300,67.0,641140.0,-2239.0,-20693440.0,0.0,0.0,9220,-0.54,116749160
268280,미원에스씨,28,3357300,-48.0,-6001100.0,20.0,2643800.0,,,132400,1.92,155734900
271560,오리온,-10321,-1353119000,-12002.0,-1540022750.0,22370.0,2899254850.0,-68.0,-8836800.0,129300,1.41,12380583450
271940,일진하이솔루스,2543,27203430,117.0,1225790.0,-2660.0,-28429220.0,0.0,0.0,10570,-0.28,140609500
271980,제일약품,-4689,-50318785,-905.0,-9757280.0,5586.0,59969620.0,205.0,2196345.0,10780,-1.01,694862625
272210,한화시스템,-19007,-1317776600,14681.0,1011619400.0,5115.0,360749100.0,-837.0,-57834800.0,68000,1.64,15787827100
272450,진에어,-14239,-83977770,15559.0,91911120.0,-1270.0,-7639850.0,-50.0,-293500.0,5820,1.39,489319935
272550,삼양패키징,2606,25509800,-33.0,-346310.0,-2573.0,-25163490.0,0.0,0.0,9840,0.41,88618260
