종목코드,종목명,개인_순매수거래대금,기관_순매수거래대금,외국인_순매수거래대금,기타법인_순매수거래대금,종가,등락률,거래대금
095570,AJ네트웍스,11616943,-268199510,221307822,35274745,4375.0,-1.690000057220459,1232171214.0
006840,AK홀딩스,11618760,-26867230,16608730,-1360260,6600.0,-0.30000001192092896,88248260.0
027410,BGF,-32562485,-35252390,67814875,0,4250.0,-2.5199999809265137,484889190.0
282330,BGF리테일,3441748550,-2624118850,-809213400,-8416300,120000.0,-6.400000095367432,9695624550.0
138930,BNK금융지주,-1979407770,3744916330,-1718378210,-47130350,18170.0,-1.6200000047683716,22258230560.0
001460,BYC,8224700,-360800,1765800,-9629700,37000.0,-1.0700000524520874,84223300.0
001465,BYC우,644700,25200,-669900,0,24850.0,-0.4000000059604645,8101850.0
001040,CJ,924668600,3821496600,-4790836000,44670800,183000.0,-2.0299999713897705,17044555500.0
079160,CJ CGV,666178748,-16368105,-713676393,63865750,4710.0,-0.41999998688697815,1908565358.0
00104K,CJ4우(전환),-80457250,111935600,-31478350,0,168200.0,-0.7699999809265137,702699150.0
000120,CJ대한통운,1422977250,-1079806650,-402931700,59761100,84700.0,-2.9800000190734863,3140489600.0
011150,CJ씨푸드,16586820,-42022565,25435745,0,2110.0,0.0,116966570.0
011155,CJ씨푸드1우,0,0,0,0,9700.0,-0.10000000149011612,229650.0
001045,CJ우,47327250,7200,-47334450,0,76200.0,0.4000000059604645,195260250.0
097950,CJ제일제당,6360537950,-2950914450,-3417977700,8354200,197300.0,-1.600000023841858,13704236650.0
097955,CJ제일제당 우,3024200,-452300,-6666600,4094700,123600.0,-0.9599999785423279,465558900.0
000480,CR홀딩스,-11715085,-1707955,13423040,0,4885.0,0.0,97972630.0
000590,CS홀딩스,-31756600,-9608400,41365000,0,75000.0,3.0199999809265137,81711400.0
012030,DB,1036758079,-54605739,-977393060,-4759280,1906.0,-4.940000057220459,2125311910.0
005830,DB손해보험,592032850,-4622613350,2790809400,1239771100,151500.0,-1.2400000095367432,25786156150.0
016610,DB증권,-417316705,-239264605,656882880,-301570,10690.0,-3.690000057220459,3401864490.0
000990,DB하이텍,6839691050,-27015723650,20233774650,-57742050,158500.0,0.3199999928474426,66673604000.0
001530,DI동일,17877825,130729075,-195046550,46439650,23850.0,2.5799999237060547,950803625.0
015590,DKME,-28794797,-1157195,16679017,13272975,2245.0,1.809999942779541,232063485.0
000210,DL,378092100,-936345250,533944100,24309050,54100.0,-1.2799999713897705,2932576450.0
000215,DL우,5839175,2925500,-8886025,121350,24350.0,-2.009999990463257,30779050.0
375500,DL이앤씨,31082205850,-2912497550,-27924299950,-245408350,85000.0,-4.920000076293945,111814849750.0
37550L,DL이앤씨2우(전환),69850,74677150,-69377300,-5369700,53500.0,-4.119999885559082,338037800.0
37550K,DL이앤씨우,59869150,1339450,-61450200,241600,26250.0,-2.9600000381469727,319954575.0
007340,DN오토모티브,613933550,1200301925,-1668190725,-146044750,45100.0,1.0099999904632568,7469880975.0
004840,DRB동일,27274165,-19596765,-8079700,402300,4520.0,-0.7699999809265137,79427596.0
155660,DSR,17347580,-656315,-16691265,0,4350.0,0.6899999976158142,73479615.0
069730,DSR제강,22496060,-35315340,12304280,515000,5230.0,-1.3200000524520874,230374700.0
017860,DS단석,32866560,-122911110,85677070,4367480,14560.0,-0.47999998927116394,826740030.0
092780,DYP,33891320,-1060885,-32830435,0,4215.0,-2.880000114440918,142144270.0
017940,E1,335737300,-570695500,228751100,6207100,85400.0,-2.509999990463257,1616134700.0
365550,ESR켄달스퀘어리츠,-686724848,519407607,164613681,2703560,3990.0,2.700000047683716,2343409254.0
383220,F&F,62166150,2085295250,-2157918600,10457200,83000.0,3.619999885559082,9406382450.0
007700,F&F홀딩스,86454600,-37965390,-48489210,0,16830.0,-1.2899999618530273,202390530.0
114090,GKL,-165577200,-34145945,679468515,-479745370,11680.0,-0.17000000178813934,2243974675.0
078930,GS,6020656450,-2469997400,-3817296250,266637200,72900.0,-7.949999809265137,20167144150.0
006360,GS건설,13792877700,-6590713350,-7932982600,730818250,29450.0,-7.539999961853027,47126159825.0
001250,GS글로벌,624462357,-17797800,-637735862,31071305,3225.0,-3.7300000190734863,6017204337.0
007070,GS리테일,621522100,-562435300,-45870625,-13216175,23900.0,-6.639999866485596,3395180650.0
078935,GS우,2184500,38645400,-41931900,1102000,54400.0,-2.509999990463257,209731050.0
499790,GS피앤엘,2192654250,-2404294050,110737600,100902200,46100.0,-5.440000057220459,6366230100.0
012630,HDC,456424500,-319655300,-354180400,217411200,21550.0,-4.010000228881836,2119356325.0
039570,HDC랩스,21903345,-2172215,-15243530,-4487600,7850.0,-0.6299999952316284,82150485.0
089470,HDC현대EP,105008170,-81616615,-23391555,0,4105.0,-1.909999966621399,449200960.0
267270,HD건설기계,2773636700,15894453850,-19023263350,355172800,155900.0,0.8399999737739563,68265144050.0
009540,HD한국조선해양,-1634035000,-7339277250,9333734750,-360422500,434000.0,-1.0299999713897705,74958763250.0
267250,HD현대,1665902000,-9855694000,8435223000,-245431000,262500.0,-3.490000009536743,38117758060.0
443060,HD현대마린솔루션,-27741384000,-343066000,10607628000,17476822000,246500.0,-3.5199999809265137,58598196750.0
071970,HD현대마린엔진,28595500,3879449300,-3910695200,2650400,75300.0,4.579999923706055,25030369000.0
322000,HD현대에너지솔루션,4176060950,-48675450,-4234552900,107167400,159900.0,-3.380000114440918,37029223700.0
267260,HD현대일렉트릭,8019228000,1811542500,-10798292500,967522000,1120000.0,0.5400000214576721,181462585500.0
329180,HD현대중공업,-18838821000,-170834500,18948804500,60851000,707000.0,1.2899999618530273,244352182500.0
097230,HJ중공업,-1371995975,4762528725,-3439634600,49101850,23900.0,4.139999866485596,28634728375.0
014790,HL D&I,46078281,-1058345,-45019936,0,2790.0,0.18000000715255737,206556187.0
003580,HLB글로벌,87381519,-70575444,-16806075,0,1642.0,3.2699999809265137,740115908.0
204320,HL만도,-3445153550,6196006750,-2577216200,-173637000,73900.0,-3.9000000953674316,146738540200.0
060980,HL홀딩스,28823650,227540300,-247214050,-9149900,46350.0,-4.829999923706055,1885746125.0
011200,HMM,-16820978625,-3648606000,4855807825,15613776800,22100.0,-0.23000000417232513,65161508725.0
035000,HS애드,-2309250,277640,582380,1449230,7200.0,-0.8299999833106995,219709050.0
002460,HS화성,54333600,6380200,-60713800,0,13500.0,-0.8799999952316284,155562280.0
487570,HS효성,37819600,-33739900,-4133900,54200,53800.0,-0.3700000047683716,222589000.0
298050,HS효성첨단소재,54096000,-127302750,71761250,1445500,204000.0,-1.4500000476837158,1056043750.0
015360,INVENI,-89277470,51377540,-59083750,96983680,15160.0,-0.33000001311302185,471655570.0
