종목코드,종목명,개인_순매수거래대금,기관_순매수거래대금,외국인_순매수거래대금,기타법인_순매수거래대금,종가,등락률,거래대금
095570,AJ네트웍스,-280785164,15392465,264095504,1297195,4245.0,-1.0499999523162842,664332175.0
006840,AK홀딩스,-5694830,987420,4707410,0,6430.0,0.4699999988079071,34667930.0
027410,BGF,-223684350,27191850,196492500,0,3990.0,0.12999999523162842,609927830.0
282330,BGF리테일,-1497309100,266272200,1233235600,-2198700,123400.0,4.309999942779541,9097045550.0
138930,BNK금융지주,-2838586460,692570810,2145840140,175510,18040.0,1.5199999809265137,12666984150.0
001460,BYC,10612400,-2538050,-8074350,0,32700.0,-0.46000000834465027,55269800.0
001465,BYC우,-1088500,550,1087950,0,23400.0,0.20999999344348907,4171150.0
001040,CJ,1492228900,-2779871250,1275178000,12464350,132200.0,-1.1200000047683716,13625178300.0
079160,CJ CGV,-848304047,119249160,719182637,9872250,4855.0,3.0799999237060547,3258094989.0
00104K,CJ4우(전환),-159121000,98970200,59890800,260000,130700.0,-0.6800000071525574,734534200.0
000120,CJ대한통운,-568634550,805138850,-229495200,-7009100,77300.0,0.7799999713897705,3142973100.0
011150,CJ씨푸드,-46619225,68510,45883635,667080,2015.0,1.2100000381469727,165187879.0
011155,CJ씨푸드1우,25027970,0,-25027970,0,6780.0,29.889999389648438,209715380.0
001045,CJ우,13216600,-1055800,-12366300,205500,68100.0,-2.1600000858306885,180971000.0
097950,CJ제일제당,-3527587600,555624350,3006139650,-34176400,194100.0,2.049999952316284,8691922100.0
097955,CJ제일제당 우,-49915200,-8262200,57811400,366000,123500.0,0.49000000953674316,556150800.0
000480,CR홀딩스,-65198945,-563970,65762915,0,4685.0,0.9700000286102295,123554610.0
000590,CS홀딩스,17558500,-6459200,-11099300,0,67600.0,-1.8899999856948853,88617650.0
012030,DB,12682187,5817787,-18499974,0,1544.0,0.25999999046325684,1193536205.0
005830,DB손해보험,-3266175250,9033351600,-5374040250,-393136100,167900.0,1.5099999904632568,33105931800.0
016610,DB증권,133798700,-44694950,-95013820,5910070,8850.0,-3.069999933242798,690591530.0
000990,DB하이텍,1268187450,-10995855600,9634591950,93076200,100000.0,-9.170000076293945,29854133900.0
001530,DI동일,-172947450,385723000,-212387300,-388250,24100.0,-0.8199999928474426,767375600.0
015590,DKME,-43685266,-2540,-23853665,67541471,1850.0,-0.75,134579646.0
000210,DL,-171997500,344275850,-130137350,-42141000,50500.0,-0.7900000214576721,3947366200.0
000215,DL우,-2175000,150200,1917200,107600,21800.0,0.6899999976158142,48601850.0
375500,DL이앤씨,-1120483300,-413139950,1624050650,-90427400,63200.0,-3.950000047683716,18221369200.0
37550L,DL이앤씨2우(전환),-55246550,68883600,-13637050,0,42000.0,-3.6700000762939453,135178975.0
37550K,DL이앤씨우,8553200,500,-8553700,0,22650.0,-3.4100000858306885,46552775.0
007340,DN오토모티브,354029300,-1528294675,1174591775,-326400,38900.0,-4.190000057220459,4784088125.0
004840,DRB동일,-12997335,2759375,10237960,0,4355.0,-0.6800000071525574,60161730.0
155660,DSR,-23767695,9699735,15456770,-1388810,4690.0,4.340000152587891,466075465.0
069730,DSR제강,-49470130,13873140,29837510,5759480,5770.0,-0.17000000178813934,381630090.0
017860,DS단석,86970310,58790,-87029100,0,11650.0,-3.240000009536743,1064968805.0
092780,DYP,-11845305,3174615,8670690,0,3310.0,-3.069999933242798,51127700.0
017940,E1,-660532000,190272850,473573650,-3314500,94600.0,3.049999952316284,1600739300.0
365550,ESR켄달스퀘어리츠,-275424951,-275270734,550695685,0,3310.0,3.9200000762939453,961558271.0
383220,F&F,-11434750,-1106801750,1098662400,19574100,76100.0,-0.38999998569488525,3180882200.0
007700,F&F홀딩스,45988485,11140430,-57156455,27540,13930.0,0.0,344792615.0
114090,GKL,-414592840,-10852905,521700215,-96254470,9510.0,-0.5199999809265137,1149340295.0
078930,GS,-13900230600,10629783750,1013399450,2257047400,95300.0,1.8200000524520874,94967826100.0
006360,GS건설,8847509450,3348637775,-10970514050,-1225633175,30250.0,-12.0600004196167,115773922525.0
