종목코드,종목명,개인_순매수거래량,개인_순매수거래대금,기관_순매수거래량,기관_순매수거래대금,외국인_순매수거래량,외국인_순매수거래대금,기타법인_순매수거래량,기타법인_순매수거래대금,종가,등락률,거래대금,시가총액
005930,삼성전자,-4343948,-1110677383750,2489812.0,635905434500.0,-106680.0,-26391418250.0,1969513.0,503388312500.0,255500,2.2,3586126499750,1493724184344000
000660,SK하이닉스,-1037636,-1711756887000,96776.0,158615249000.0,318180.0,527199857500.0,632027.0,1041337649500.0,1647000,3.2,4660912821500,1203120925155000
005935,삼성전자우,-670615,-127247215700,32640.0,6213001050.0,645882.0,122532657200.0,-11382.0,-2165559600.0,191600,4.07,475695126800,153734322494800
402340,SK스퀘어,-210740,-214960760500,81906.0,83329125000.0,133261.0,136118675500.0,-1357.0,-1389442000.0,1041000,6.12,464723335600,137332881918000
009150,삼성전기,-201764,-281587155000,61273.0,85629379000.0,142508.0,198838453500.0,-790.0,-1165576500.0,1401000,3.93,867415258500,104645868096000
373220,LG에너지솔루션,17728,6248654500,33949.0,12512560750.0,-36989.0,-13453091500.0,-13837.0,-5001657500.0,358500,-1.92,104653592250,83889000000000
005380,현대차,115857,44476021750,-53849.0,-20613421000.0,-61535.0,-23683577500.0,-1109.0,-424506750.0,383500,0.0,137972816750,78524603261000
207940,삼성바이오로직스,8315,11975604500,-5671.0,-8149587000.0,-2712.0,-3917702000.0,-1.0,-8401500.0,1447000,-2.03,65855449500,66983006097000
105560,KB금융,129413,22324256300,148680.0,25794026750.0,-268695.0,-46487476950.0,-10005.0,-1735391700.0,172000,-3.32,232543894644,61006290248000
028260,삼성물산,24962,8757762750,32864.0,12110718250.0,-61125.0,-22079119500.0,3026.0,1113641750.0,367000,-1.34,143670487250,59515502227000
032830,삼성생명,31712,9348231500,555.0,184395500.0,-34684.0,-10248570000.0,2015.0,596103250.0,297500,-1.82,87219853000,59500000000000
012450,한화에어로스페이스,1148,1163282500,10268.0,10823314000.0,-11577.0,-12154450500.0,14.0,14122000.0,1055000,0.76,65429784500,54399388055000
055550,신한지주,71666,7955705650,279592.0,31141831600.0,-355458.0,-39559089850.0,3796.0,416816900.0,110300,-3.67,124404868750,51780361361700
034020,두산에너빌리티,148838,11845608900,266790.0,21125438850.0,-415420.0,-32956822750.0,-2391.0,-187134700.0,79200,0.0,117317996250,50732442763200
000270,기아,103551,12898868950,-34363.0,-4330426800.0,-70065.0,-8679225650.0,727.0,91833100.0,126500,-0.71,124480272525,49387244247000
